,Gene,WormBase_Gene_ID,Sequence_Name,AS_event_ID,ADL,AFD,AIM,AIN,AIY,ASEL,ASER,ASG,ASI,ASK,AVA,AVE,AVG,AVH,AVK,AVL,AVM,AWA,AWB,AWC,BAG,CAN,DA,DD,DVC,I5,IL1,IL2,LUA,NSM,OLL,OLQ,PHA,PVC,PVD,PVM,RIA,RIC,RIM,RIS,RMD,SMB,SMD,VB,VC,VD
abts-3 II_+_6151256_6151612,abts-3,WBGene00019018,F57F10.1,II_+_6151256_6151612,NA,NA,NA,14.82%,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95%,NA,NA,NA,NA,NA,NA
abts-3 II_+_6153188_6153522,abts-3,WBGene00019018,F57F10.1,II_+_6153188_6153522,NA,NA,NA,NA,NA,0%,0%,26.23%,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,20.63%,NA,4.51%,NA,NA,NA,4.70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.11%,0%,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA
abts-3 II_+_6153647_6153787,abts-3,WBGene00019018,F57F10.1,II_+_6153647_6153787,2.38%,NA,2.25%,3.23%,NA,0%,0%,NA,0%,NA,18.10%,NA,NA,NA,2.53%,2.73%,NA,8.33%,NA,0.58%,NA,NA,NA,NA,3.82%,8.71%,0%,NA,NA,13.85%,NA,NA,NA,1.83%,15.47%,0%,21.72%,1.75%,2.04%,0.83%,3.38%,1.51%,NA,20.59%,0%,18.99%
abts-3 II_+_6154664_6154933,abts-3,WBGene00019018,F57F10.1,II_+_6154664_6154933,NA,NA,NA,NA,NA,0%,0%,NA,0.81%,0%,16.87%,NA,NA,NA,NA,NA,NA,21.83%,23.96%,1.99%,NA,NA,NA,NA,4.80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02%,NA,NA,NA,10.00%,3.14%,NA
abts-3 II_+_6155279_6155378,abts-3,WBGene00019018,F57F10.1,II_+_6155279_6155378,3.87%,10.64%,3.00%,8.26%,24.29%,0%,0%,NA,4.85%,NA,NA,NA,0%,3.76%,1.01%,10.11%,2.79%,15.49%,NA,7.73%,2.50%,NA,NA,8.10%,3.59%,4.52%,4.52%,NA,1.62%,NA,4.70%,1.57%,4.20%,1.31%,NA,0%,NA,2.73%,0.59%,0%,2.06%,1.43%,2.05%,15.21%,NA,8.22%
abts-3 II_+_6156021_6156567,abts-3,WBGene00019018,F57F10.1,II_+_6156021_6156567,4.12%,22.77%,2.65%,6.79%,32.53%,0%,NA,19.02%,9.87%,20.83%,20.79%,24.09%,NA,2.64%,2.84%,7.08%,2.80%,18.60%,NA,3.40%,0%,NA,24.06%,NA,5.36%,NA,1.89%,27.35%,4.58%,27.55%,5.76%,6.43%,4.83%,2.31%,22.22%,0%,NA,4.63%,4.20%,10.72%,3.02%,4.78%,2.82%,23.25%,3.71%,27.66%
abts-4 X_-_6749019_6751477,abts-4,WBGene00019844,R03E9.3,X_-_6749019_6751477,NA,NA,NA,12.43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.84%,NA,NA,NA,NA,NA,NA,0.93%,NA,3.85%,3.10%,NA,NA,NA,NA,NA
abu-14 II_-_9226487_9227066,abu-14,WBGene00004174,ZK1067.7,II_-_9226487_9227066,NA,NA,NA,NA,0%,0%,NA,NA,NA,NA,NA,18.06%,NA,NA,NA,NA,NA,NA,11.94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.73%,NA,NA,NA,NA,NA,NA,NA,NA,1.15%,NA,NA,NA,NA,NA,NA
acaa-2 III_+_13346026_13346395,acaa-2,WBGene00009952,F53A2.7,III_+_13346026_13346395,4.35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.08%,NA,NA,5.00%,NA,NA,NA,4.77%,14.96%,3.87%,5.33%,NA,NA,NA,1.67%,NA,NA,5.69%,2.21%,NA,NA,2.43%,NA,NA,NA
acbp-6 II_-_11972737_11973641,acbp-6,WBGene00012457,Y17G7B.1,II_-_11972737_11973641,NA,NA,NA,NA,0%,31.25%,NA,0%,NA,0%,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,8.01%,NA,NA,NA,NA,58.34%,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA
acc-4 III_-_13480780_13480949,acc-4,WBGene00012099,T27E9.9,III_-_13480780_13480949,NA,NA,NA,NA,0%,NA,NA,0%,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.58%,7.15%,NA,NA,NA,32.80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.20%,100%,NA,NA
acc-4 III_-_13481120_13481417,acc-4,WBGene00012099,T27E9.9,III_-_13481120_13481417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.33%,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,53.33%,NA,12.50%,NA,NA,0%
acc-4 III_-_13481634_13481928,acc-4,WBGene00012099,T27E9.9,III_-_13481634_13481928,NA,0%,NA,NA,0%,NA,NA,0%,NA,0%,NA,NA,1.22%,5%,NA,NA,1.51%,NA,NA,NA,NA,NA,7.87%,NA,NA,NA,NA,NA,3.03%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.34%,NA,NA,NA
acc-4 III_-_13481990_13482105,acc-4,WBGene00012099,T27E9.9,III_-_13481990_13482105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,13.27%,NA,NA,NA,NA,NA,2.96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
acdh-1 I_+_6499046_6499280,acdh-1,WBGene00016943,C55B7.4,I_+_6499046_6499280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,15.87%
acdh-10 X_-_17213653_17213817,acdh-10,WBGene00020366,T08G2.3,X_-_17213653_17213817,9.36%,0%,7.51%,4.19%,0.93%,2.11%,2.33%,2.38%,7.99%,6.17%,13.69%,4.17%,NA,5.28%,2.96%,0%,3.06%,NA,2%,3.77%,0%,7.48%,9.16%,4.62%,3.13%,4.03%,2.35%,17.10%,4.50%,15.90%,9.97%,NA,5.46%,5.90%,NA,0%,NA,4.64%,0%,0%,1.01%,11.73%,3.37%,NA,3.99%,12.70%
acdh-7 X_-_17215368_17215667,acdh-7,WBGene00020812,T25G12.5,X_-_17215368_17215667,NA,NA,NA,NA,NA,2.22%,NA,NA,1.25%,NA,NA,NA,NA,NA,7.08%,NA,NA,NA,NA,NA,5%,16.61%,17.81%,25.53%,NA,NA,NA,NA,NA,NA,NA,NA,10.53%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.66%
acdh-7 X_-_17216098_17216477,acdh-7,WBGene00020812,T25G12.5,X_-_17216098_17216477,NA,NA,NA,NA,NA,0%,NA,NA,0.78%,NA,NA,NA,1.47%,NA,NA,0%,NA,NA,NA,NA,0%,18.19%,NA,NA,3.38%,NA,NA,18.07%,NA,12.08%,29.07%,NA,NA,NA,NA,NA,NA,9.69%,NA,0%,NA,NA,NA,NA,NA,16.26%
acdh-9 II_-_847580_847687,acdh-9,WBGene00017874,F28A10.6,II_-_847580_847687,NA,NA,NA,NA,NA,NA,NA,NA,0.14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46%,NA,14.73%,NA,NA,NA,NA,1.24%,NA,NA,NA,NA,NA,NA,2.57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.57%
ace-2 I_-_3303341_3303865,ace-2,WBGene00000036,Y44E3A.2,I_-_3303341_3303865,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.50%,24.84%,NA,NA,NA,NA,0%,NA,NA,NA,NA,0%,NA,20.13%,24.65%,1.79%,NA,NA,NA,NA,30.74%,NA,2.54%,NA,NA,NA,NA,NA,3.82%,NA,0.42%,NA,NA,NA,NA,0%,22.98%
ace-2 I_-_3305688_3305942,ace-2,WBGene00000036,Y44E3A.2,I_-_3305688_3305942,NA,0%,NA,NA,0%,0%,NA,6.25%,0.63%,24.69%,2.05%,NA,NA,NA,8.33%,0%,NA,NA,0%,1.91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39%,NA,NA,NA,0%,NA,NA
ace-2 I_-_3306119_3306222,ace-2,WBGene00000036,Y44E3A.2,I_-_3306119_3306222,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.81%,NA,NA,NA,NA,NA,NA,3.33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA
ace-3 II_+_14205911_14206669,ace-3,WBGene00000037,Y48B6A.8,II_+_14205911_14206669,NA,NA,NA,1.04%,NA,0%,2.50%,NA,4.17%,NA,NA,NA,NA,NA,6.25%,5%,NA,NA,NA,1.92%,8.33%,16.85%,NA,NA,4.45%,NA,2.23%,10.40%,13.38%,0%,0%,4.99%,NA,2.18%,NA,0%,NA,2.28%,NA,NA,NA,4.17%,NA,NA,NA,NA
ace-3 II_+_14207278_14207521,ace-3,WBGene00000037,Y48B6A.8,II_+_14207278_14207521,0%,0%,6.19%,1.50%,NA,2.08%,NA,17.50%,1.11%,15.72%,NA,15.05%,0%,1%,0%,0%,1.85%,12.15%,0%,NA,NA,14.44%,34.53%,28.75%,2.24%,0%,2.92%,10.35%,6.25%,0%,NA,9.35%,NA,NA,0%,0%,NA,3.17%,2.46%,3.15%,4.61%,4.20%,NA,28.23%,4.29%,19.64%
ace-3 II_+_14208182_14208717,ace-3,WBGene00000037,Y48B6A.8,II_+_14208182_14208717,1.14%,0%,5.90%,NA,8.24%,0%,NA,21.63%,9.24%,20.54%,16.67%,12.81%,0%,3.49%,0%,NA,0%,23.26%,0%,NA,0%,19.43%,25.52%,19.64%,3.37%,1.56%,1.32%,13.91%,3.05%,3.57%,NA,1.33%,NA,3.38%,0%,3.13%,4.15%,2.91%,NA,NA,4.25%,6.54%,NA,23.88%,4.17%,37.65%
ace-3 II_+_14209106_14209786,ace-3,WBGene00000037,Y48B6A.8,II_+_14209106_14209786,NA,NA,3.93%,2.91%,0%,0%,4.86%,6.83%,4.78%,0%,NA,1.39%,NA,1.04%,0%,5.13%,NA,NA,NA,0%,5%,12.08%,NA,NA,6.50%,2.08%,2.28%,3.12%,NA,NA,0%,NA,2.60%,NA,0%,NA,NA,3.52%,1.16%,NA,2.08%,0.83%,1.76%,1.52%,0%,NA
ace-4 II_+_14198217_14198825,ace-4,WBGene00000038,Y48B6A.7,II_+_14198217_14198825,NA,NA,40.01%,NA,NA,NA,NA,0%,NA,NA,NA,20%,NA,NA,NA,NA,0%,NA,0%,0%,0%,NA,9.52%,0%,29.17%,0%,NA,76.75%,NA,NA,58.34%,58.34%,NA,NA,NA,NA,NA,NA,30.28%,30.06%,0%,0%,6.25%,NA,NA,8.33%
ace-4 II_+_14200424_14200805,ace-4,WBGene00000038,Y48B6A.7,II_+_14200424_14200805,NA,NA,63.64%,NA,NA,NA,NA,NA,35.07%,NA,25%,25%,16.67%,NA,NA,NA,NA,NA,NA,20%,NA,NA,NA,16.67%,NA,NA,NA,NA,0%,NA,NA,NA,0%,NA,NA,NA,29.87%,0%,28.56%,NA,0%,0%,NA,NA,NA,NA
ace-4 II_+_14202107_14203520,ace-4,WBGene00000038,Y48B6A.7,II_+_14202107_14203520,NA,NA,10.66%,2.67%,0%,0%,0%,NA,NA,NA,NA,NA,NA,NA,NA,32.50%,NA,0%,0%,12.50%,0%,NA,23.73%,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,0%,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA
acer-1 II_-_6889899_6890088,acer-1,WBGene00016630,C44B7.10,II_-_6889899_6890088,NA,NA,NA,6.89%,1.04%,NA,NA,2.90%,3.68%,NA,NA,NA,NA,NA,NA,NA,NA,4.58%,NA,NA,2.50%,7.06%,NA,NA,NA,NA,1.62%,NA,NA,NA,2.45%,NA,NA,NA,NA,NA,NA,NA,1.04%,NA,NA,NA,NA,NA,NA,NA
acin-1 I_+_4271784_4272015,acin-1,WBGene00016601,C43E11.1,I_+_4271784_4272015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
acl-12 X_-_7440889_7441134,acl-12,WBGene00015295,C01C10.3,X_-_7440889_7441134,NA,NA,NA,2.20%,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,22.47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
acl-12 X_-_7442150_7442447,acl-12,WBGene00015295,C01C10.3,X_-_7442150_7442447,4.73%,0%,5.20%,3.18%,3.65%,4.17%,NA,13.69%,2.22%,0%,3.97%,2.08%,0%,0.77%,0%,2.08%,1.24%,6.76%,17.71%,1.07%,1.56%,NA,NA,2.31%,1.70%,1.95%,0%,17.68%,0%,0%,5%,NA,1.46%,4.31%,0%,NA,3.02%,4.12%,6.04%,0%,2.74%,7.35%,3.18%,NA,1.97%,NA
acl-14 V_-_9328935_9329151,acl-14,WBGene00019465,K07B1.5,V_-_9328935_9329151,5.33%,14.73%,3.50%,3.61%,1.52%,0.70%,4.63%,15.01%,3.32%,8.75%,10.14%,10.97%,13.83%,5.01%,5.24%,1.28%,1.70%,11.67%,8.33%,4.59%,2.63%,14.16%,15.43%,14.45%,5.22%,11.95%,3.50%,9.76%,9.61%,23.58%,22.16%,3.63%,9.53%,10.05%,18.94%,NA,NA,3.32%,2.31%,1.04%,2.39%,3.07%,6.67%,12.01%,1.72%,14.54%
acl-14 V_-_9329295_9331525,acl-14,WBGene00019465,K07B1.5,V_-_9329295_9331525,NA,NA,NA,NA,NA,0%,1.14%,NA,1.10%,NA,NA,NA,NA,NA,2.63%,NA,NA,NA,NA,3.48%,1.14%,24.85%,NA,NA,NA,NA,6.67%,17.33%,NA,13.79%,NA,NA,NA,NA,NA,0%,NA,NA,4.30%,1.85%,NA,7.26%,NA,NA,NA,NA
acl-7 II_-_12812186_12812425,acl-7,WBGene00012911,Y46G5A.21,II_-_12812186_12812425,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.51%,58.98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
acl-8 V_+_6452189_6452745,acl-8,WBGene00020264,T05H4.1,V_+_6452189_6452745,NA,NA,NA,NA,NA,NA,NA,32.54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.15%,NA,NA,NA,41.73%,28.62%,NA,NA,4.66%,NA,21.70%,3.64%,NA,NA,2.82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.70%
acl-9 V_+_6454249_6454383,acl-9,WBGene00022646,ZK40.1,V_+_6454249_6454383,NA,NA,2.64%,NA,NA,1.09%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.72%,26.56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.95%
acly-1 X_+_1479610_1479732,acly-1,WBGene00016995,D1005.1,X_+_1479610_1479732,2.04%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88%,NA,NA,NA,NA,5.42%,4.45%,27.67%,4.37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.18%,2.87%,NA
acly-1 X_+_1480135_1480261,acly-1,WBGene00016995,D1005.1,X_+_1480135_1480261,4.16%,NA,3.07%,NA,NA,3.75%,3.66%,NA,4.16%,NA,NA,21.65%,NA,3.59%,10.04%,8.60%,6.55%,27.53%,NA,3.99%,NA,22.31%,NA,20.71%,NA,NA,NA,NA,5.06%,17.65%,5.75%,1.00%,NA,NA,NA,NA,NA,4.72%,4.31%,NA,NA,3.68%,1.96%,21.93%,3.40%,16.69%
acly-1 X_+_1481235_1481598,acly-1,WBGene00016995,D1005.1,X_+_1481235_1481598,NA,NA,NA,NA,NA,2.78%,NA,NA,NA,NA,NA,NA,NA,4.39%,NA,0.59%,2.59%,NA,NA,NA,4.80%,NA,NA,NA,NA,3.04%,NA,NA,NA,NA,8.11%,NA,NA,NA,NA,NA,NA,2.63%,NA,2.33%,NA,NA,2.52%,NA,NA,NA
acn-1 X_-_5093294_5093662,acn-1,WBGene00000039,C42D8.5,X_-_5093294_5093662,1.56%,NA,NA,NA,NA,0%,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88%,NA,NA,NA,NA,NA,NA,12.19%,NA,1.53%,NA,NA,1.96%,0.58%,NA,NA,NA,NA,NA,NA,NA,NA,1.56%,0.86%,NA,NA,NA,NA,NA,20.34%
aco-2 III_+_7973932_7974586,aco-2,WBGene00000041,F54H12.1,III_+_7973932_7974586,NA,15.33%,4.68%,2.78%,NA,NA,3.84%,18.43%,NA,NA,NA,18.34%,31.27%,3.16%,4.12%,7.03%,3.70%,17.99%,NA,2.82%,4.97%,16.78%,18.09%,15.02%,3.98%,NA,NA,NA,4.01%,12.75%,NA,4.21%,4.25%,NA,15.90%,NA,NA,3.09%,3.97%,2.69%,3.13%,3.43%,NA,NA,4.31%,14.53%
acox-1.1 I_+_12938923_12939301,acox-1.1,WBGene00008564,F08A8.1,I_+_12938923_12939301,NA,NA,NA,NA,NA,NA,NA,NA,12.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.87%,NA,NA,NA,3.27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.88%
acox-1.5 III_-_9588267_9588703,acox-1.5,WBGene00008167,C48B4.1,III_-_9588267_9588703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.84%
acox-1.5 III_-_9591512_9592117,acox-1.5,WBGene00008167,C48B4.1,III_-_9591512_9592117,NA,NA,NA,NA,NA,NA,0%,24.73%,NA,NA,NA,NA,NA,NA,NA,NA,12.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
acp-2 II_-_8430485_8430738,acp-2,WBGene00008802,F14E5.4,II_-_8430485_8430738,NA,NA,0%,NA,0%,0%,NA,NA,0%,0%,NA,0%,0%,0%,0%,0%,4.37%,0%,0%,0%,NA,0%,NA,NA,NA,0%,0%,NA,0%,0%,0%,NA,0%,NA,NA,NA,22.62%,0%,0%,NA,0%,NA,NA,0%,0%,4.17%
acp-7 IV_-_6429232_6429907,acp-7,WBGene00022246,Y73B6BL.25,IV_-_6429232_6429907,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,18.37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
acr-12 X_+_13533195_13533533,acr-12,WBGene00000051,R01E6.4,X_+_13533195_13533533,NA,NA,NA,NA,NA,NA,NA,NA,11.11%,NA,NA,NA,NA,NA,2.08%,NA,NA,NA,NA,NA,5.63%,NA,24.01%,15.41%,NA,1.14%,NA,NA,12.81%,NA,NA,NA,NA,NA,NA,NA,NA,5.50%,NA,NA,NA,NA,NA,NA,NA,14.79%
acr-15 V_+_8552902_8553073,acr-15,WBGene00000054,F25G6.4,V_+_8552902_8553073,NA,NA,0%,0%,NA,NA,0%,4.17%,5.56%,0%,32.76%,NA,1.11%,0%,0%,1.52%,8.33%,0%,0%,6.25%,0%,6.25%,2.59%,0%,12.50%,3.64%,6.28%,8.33%,10.32%,NA,0%,1.28%,3.10%,12.86%,0%,0%,4.17%,0%,1.73%,0%,2.62%,4.58%,3.75%,8.33%,0%,3.33%
acr-15 V_+_8553837_8554205,acr-15,WBGene00000054,F25G6.4,V_+_8553837_8554205,0%,NA,NA,4.17%,NA,NA,NA,NA,NA,NA,20.81%,NA,NA,0%,NA,0.54%,NA,NA,NA,1.19%,5.56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25%,0%,1.09%,NA,NA,12.50%,NA,0%,NA,NA,NA,1%,1.79%,NA,NA,NA
acr-15 V_+_8554740_8555181,acr-15,WBGene00000054,F25G6.4,V_+_8554740_8555181,0%,NA,0%,1.11%,NA,0%,16.67%,0%,1.72%,NA,30.03%,NA,5.34%,0%,0%,3.33%,4.17%,0%,0%,0%,10%,NA,NA,0%,6.67%,NA,12.50%,0%,0%,0%,3.34%,0%,0%,NA,NA,0%,0%,0%,NA,0%,NA,3.33%,2.64%,9.03%,0%,2.08%
acr-17 V_+_2609752_2609867,acr-17,WBGene00000056,F53E10.2,V_+_2609752_2609867,0%,0%,0%,10.42%,NA,0%,0%,1.25%,0%,NA,0%,0%,0%,0%,0%,0%,8.33%,0%,0%,7.61%,0%,0%,6.25%,NA,0%,0%,12.50%,0%,11.18%,NA,NA,8.33%,10%,NA,25.35%,NA,0%,0%,2.79%,NA,6.25%,0%,NA,12.50%,NA,NA
acr-20 II_-_14376902_14377809,acr-20,WBGene00000059,R06A4.10,II_-_14376902_14377809,NA,0%,3.57%,NA,NA,NA,0%,NA,1.56%,NA,NA,NA,NA,NA,5.45%,NA,6.25%,0%,NA,4.17%,0%,NA,36.11%,0%,6.29%,7.94%,3.92%,NA,0%,0%,NA,2.69%,NA,NA,0%,0%,NA,0%,NA,0.93%,NA,0%,NA,NA,0%,NA
acr-20 II_-_14377890_14380777,acr-20,WBGene00000059,R06A4.10,II_-_14377890_14380777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA
acr-24 IV_+_15504151_15504920,acr-24,WBGene00013534,Y73F8A.30,IV_+_15504151_15504920,NA,NA,0%,NA,NA,NA,0%,NA,NA,NA,NA,NA,12.01%,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,4.23%,NA,NA,NA,NA,NA,NA,NA,NA,3.04%,19.55%,NA,NA,NA,NA,NA,4.17%,NA,NA,NA,NA,NA
acr-24 IV_+_15505059_15505614,acr-24,WBGene00013534,Y73F8A.30,IV_+_15505059_15505614,NA,NA,NA,2.50%,NA,NA,NA,NA,2.50%,NA,NA,NA,17.74%,0%,NA,NA,0%,NA,NA,NA,0%,NA,NA,NA,2.41%,NA,3.57%,NA,NA,NA,NA,2.38%,NA,2.83%,16.71%,NA,NA,NA,NA,NA,5.95%,5.73%,0%,NA,0%,NA
acr-24 IV_+_15505942_15506832,acr-24,WBGene00013534,Y73F8A.30,IV_+_15505942_15506832,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,8.12%,NA,NA,NA,NA,NA,NA,NA,NA,3.24%,0%,0%,NA,2.38%,NA,NA,NA,4.17%,0.60%,19.14%,NA,NA,NA,NA,NA,0%,NA,0%,NA,0%,NA
acr-24 IV_+_15508525_15510323,acr-24,WBGene00013534,Y73F8A.30,IV_+_15508525_15510323,NA,NA,0%,0%,NA,NA,NA,NA,NA,NA,NA,NA,17.90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31%,NA,NA,0%,0%,NA,21.98%,NA,NA,NA,0%,NA,13.89%,NA,NA,NA,0%,NA
acr-5 III_-_6509849_6510273,acr-5,WBGene00000044,K03F8.2,III_-_6509849_6510273,NA,NA,NA,0%,NA,0%,0%,6.25%,NA,NA,NA,0%,23.83%,NA,NA,0%,8.33%,NA,NA,0%,NA,NA,NA,NA,NA,NA,0%,0%,NA,NA,NA,0%,NA,NA,NA,NA,NA,0%,0%,16.67%,NA,NA,58.34%,NA,NA,16.27%
acr-5 III_-_6510366_6510798,acr-5,WBGene00000044,K03F8.2,III_-_6510366_6510798,27.63%,NA,1.39%,5.56%,NA,NA,0%,0%,NA,0%,NA,NA,21.13%,NA,0%,NA,0%,NA,NA,13.70%,NA,NA,53.12%,0%,6.81%,38.33%,8.33%,NA,63.54%,NA,33.89%,0%,NA,15.79%,21.67%,0%,34.61%,0%,25.83%,NA,NA,0%,NA,13.33%,31.95%,50%
acr-5 III_-_6510922_6511041,acr-5,WBGene00000044,K03F8.2,III_-_6510922_6511041,NA,NA,3.75%,0%,NA,0%,0%,0%,NA,16.67%,NA,0%,17.68%,0%,NA,0%,0%,NA,NA,0.98%,0%,4.17%,NA,0%,NA,NA,0%,0%,23.33%,NA,NA,0%,14.72%,NA,0%,NA,10.31%,NA,NA,0%,NA,8.33%,38.89%,15.24%,0%,20.83%
acr-5 III_-_6513083_6513262,acr-5,WBGene00000044,K03F8.2,III_-_6513083_6513262,NA,NA,8.33%,0%,NA,0%,NA,0%,2.94%,0%,NA,NA,10.53%,22.22%,0%,NA,NA,0%,0%,0%,NA,0%,NA,0%,NA,NA,0%,0%,0%,NA,NA,0%,NA,NA,0%,NA,NA,NA,NA,0%,0%,NA,NA,NA,0%,1.85%
acr-6 I_+_4360954_4361271,acr-6,WBGene00000045,ZK973.5,I_+_4360954_4361271,0%,NA,0%,NA,NA,NA,0%,NA,NA,NA,NA,34.40%,NA,NA,NA,6.25%,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,0%,NA,NA,NA,NA,4.04%,NA,NA,NA,NA,NA,NA,NA
acs-1 V_+_6531150_6531507,acs-1,WBGene00018488,F46E10.1,V_+_6531150_6531507,4.17%,62.50%,4.29%,5.99%,NA,0%,0%,4.47%,4.51%,16.67%,8.55%,8.33%,NA,3.62%,7.81%,NA,0%,NA,0%,6.02%,0%,9.57%,NA,8.43%,4.53%,15.13%,5.09%,2.23%,17.33%,2.38%,30.91%,13.89%,13.66%,22.44%,NA,NA,6.18%,7.59%,4.17%,2.78%,4.24%,0.59%,2.65%,0%,3.37%,11.88%
