,Gene,WormBase_Gene_ID,Sequence_Name,AS_event_ID,ADL,AFD,AIM,AIN,AIY,ASEL,ASER,ASG,ASI,ASK,AVA,AVE,AVG,AVH,AVK,AVL,AVM,AWA,AWB,AWC,BAG,CAN,DA,DD,DVC,I5,IL1,IL2,LUA,NSM,OLL,OLQ,PHA,PVC,PVD,PVM,RIA,RIC,RIM,RIS,RMD,SMB,SMD,VB,VC,VD
akap-1 III_+_6357564_6357582_6357653,akap-1,WBGene00016977,C56G2.1,III_+_6357564_6357582_6357653,23.38%,36.62%,29.86%,36.41%,39.47%,36.44%,34.25%,31.99%,30.54%,27.34%,20.48%,41.77%,47.90%,28.22%,40.05%,38.00%,NA,23.71%,26.40%,34.19%,26.69%,23.20%,30.95%,31.65%,NA,31.61%,28.90%,30.52%,24.24%,27.76%,NA,26.70%,28.72%,21.20%,38.64%,44.89%,32.64%,34.83%,34.62%,11.11%,32.90%,33.98%,NA,44.73%,28.07%,27.61%
akap-1 III_+_6358682_6363565_6363684,akap-1,WBGene00016977,C56G2.1,III_+_6358682_6363565_6363684,80.98%,81.37%,83.46%,96.98%,97.07%,93.33%,91.97%,94.95%,78.39%,98.14%,52.36%,40.79%,94.74%,93.85%,92.36%,98.86%,96.00%,91.69%,70.89%,71.78%,93.89%,68.08%,88.69%,72.32%,93.40%,87.54%,64.98%,93.88%,79.53%,78.89%,79.25%,82.22%,80.59%,82.71%,100%,74.68%,86.31%,93.03%,82.85%,80.37%,86.22%,86.50%,93.77%,82.66%,71.50%,64.45%
akt-1 V_+_10251032_10251533_10251675,akt-1,WBGene00000102,C12D8.10,V_+_10251032_10251533_10251675,NA,5.45%,NA,22.49%,10.67%,26.25%,2.38%,5.14%,31.51%,6.99%,35.42%,36.47%,40.85%,NA,61.37%,9.76%,NA,14.73%,19.12%,NA,NA,NA,51.39%,NA,NA,NA,NA,32.21%,68.29%,61.38%,82.11%,NA,NA,NA,18.18%,50%,24.81%,NA,19.37%,59.74%,NA,34.36%,NA,28.26%,74.91%,NA
alh-11 III_-_777005_777587_778813,alh-11,WBGene00000117,F42G9.5,III_-_777005_777587_778813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78%,NA,NA,NA,NA,NA,NA,NA,0%,0%,NA,NA,NA,NA,NA,1.79%,NA,33.34%,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA
alp-1 IV_+_8857445_8860198_8860544,alp-1,WBGene00001132,T11B7.4,IV_+_8857445_8860198_8860544,98.07%,50%,NA,88.83%,97.56%,100%,100%,77.30%,98.25%,100%,100%,100%,100%,99.36%,46.90%,88.89%,100%,86.67%,95.46%,95.09%,50%,NA,NA,NA,93.54%,91.83%,NA,100%,NA,79.73%,NA,95.54%,91.88%,90.44%,100%,NA,97.75%,99.21%,90.26%,99.17%,96.07%,91.43%,91.15%,96.88%,99.43%,NA
aly-3 IV_+_12123830_12124176_12124245,aly-3,WBGene00000122,M18.7,IV_+_12123830_12124176_12124245,96.97%,100%,95.41%,92.15%,99.07%,95.74%,93.50%,94.08%,89.82%,91.70%,96.80%,99.17%,98.72%,94.69%,93.39%,95.89%,97.52%,98.39%,99.05%,98.90%,97.92%,93.08%,96.68%,95.85%,96.94%,90.90%,88.55%,94.31%,95.55%,90.79%,91.86%,85.40%,96.80%,95.18%,100%,97.50%,96.67%,97.50%,95.80%,98.92%,96.60%,95.78%,92.89%,96.67%,98.92%,92.59%
ampd-1 II_+_5203508_5204705_5204786,ampd-1,WBGene00016415,C34F11.3,II_+_5203508_5204705_5204786,NA,NA,NA,NA,NA,NA,NA,NA,26.38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ampd-1 II_+_5204991_5205075_5206576,ampd-1,WBGene00016415,C34F11.3,II_+_5204991_5205075_5206576,NA,NA,93.99%,NA,100%,NA,NA,NA,73.13%,NA,85.99%,41.20%,100%,84.41%,NA,NA,97.06%,NA,80.47%,NA,NA,95.56%,88.64%,NA,89.06%,79.00%,86.27%,80.85%,66.80%,NA,NA,67.78%,86.37%,91.83%,87.50%,100%,NA,NA,NA,94.74%,NA,92.25%,NA,90.39%,97.30%,94.32%
ampd-1 II_+_5204991_5205632_5206576,ampd-1,WBGene00016415,C34F11.3,II_+_5204991_5205632_5206576,NA,NA,100%,NA,100%,NA,NA,NA,93.19%,NA,97.62%,NA,95.84%,96.43%,NA,NA,95.93%,NA,100%,NA,NA,100%,NA,87.06%,NA,87.75%,98.77%,NA,81.23%,89.74%,NA,91.67%,NA,88.11%,92.86%,95.46%,96.71%,NA,NA,98.04%,NA,99.13%,NA,98.81%,90.84%,95.95%
ampd-1 II_+_5204991_5206406_5206576,ampd-1,WBGene00016415,C34F11.3,II_+_5204991_5206406_5206576,NA,NA,100%,NA,100%,63.75%,NA,NA,100%,NA,100%,NA,100%,99%,NA,NA,100%,NA,100%,NA,NA,100%,NA,NA,NA,100%,94.44%,NA,NA,NA,NA,100%,NA,98.89%,100%,90%,94.17%,NA,NA,100%,NA,99.13%,NA,100%,100%,100%
ampd-1 II_+_5206984_5207354_5207665,ampd-1,WBGene00016415,C34F11.3,II_+_5206984_5207354_5207665,90.49%,98.26%,95.69%,94.82%,66.67%,100%,100%,97.85%,91.67%,86.90%,93.06%,94.44%,100%,93.13%,90.14%,100%,97.92%,88.03%,96.88%,99.13%,100%,84.58%,91.38%,NA,96.06%,90.82%,93.33%,100%,94.98%,98.04%,95%,98.77%,92.65%,89.36%,100%,100%,93.67%,99.08%,98.33%,98.15%,100%,99.51%,93.59%,94.79%,98.60%,NA
anc-1 I_+_4318066_4321149_4321660,anc-1,WBGene00000140,ZK973.6,I_+_4318066_4321149_4321660,31.59%,30.38%,80.11%,86.03%,50%,50%,29.81%,51.84%,59.54%,32.02%,75.68%,73.01%,72.73%,88.38%,81.25%,92.75%,98.77%,90%,66.67%,51.60%,12.50%,71.39%,76.16%,83.96%,87.49%,83.81%,76.41%,83.05%,80.09%,62.50%,70.42%,83.01%,76.65%,69.09%,100%,100%,62.22%,93.33%,79.09%,88.46%,91.89%,99.13%,72.98%,82.14%,73.03%,84.88%
ani-1 III_-_12447358_12447886_12448103,ani-1,WBGene00013038,Y49E10.19,III_-_12447358_12447886_12448103,55.99%,86.67%,86.51%,83.33%,100%,54.55%,100%,100%,72.62%,100%,70%,58.33%,100%,77.56%,77.01%,100%,74.17%,86.67%,100%,57.95%,100%,85.93%,86.76%,83.28%,89.44%,NA,85.28%,79.49%,NA,73.89%,NA,61.64%,59.29%,63.84%,100%,NA,78.75%,79.63%,66.37%,NA,69.31%,50.34%,59.59%,82.14%,76.39%,79.95%
ani-1 III_-_12449756_12450392_12452275,ani-1,WBGene00013038,Y49E10.19,III_-_12449756_12450392_12452275,8.33%,NA,5%,NA,NA,0%,11.11%,0%,33.33%,NA,NA,25%,NA,8.82%,10.42%,0%,25%,0%,NA,4.31%,NA,12.53%,0%,7.33%,23.68%,1.79%,43.72%,NA,0%,0%,1.47%,13.33%,15.79%,2.98%,66.67%,0%,7.47%,NA,8.33%,NA,9.64%,0%,NA,25%,NA,13.00%
apb-3 I_+_7854955_7854985_7855404,apb-3,WBGene00000163,R11A5.1,I_+_7854955_7854985_7855404,2.29%,100%,60%,7.22%,0%,100%,100%,0%,100%,84.51%,100%,100%,NA,64.81%,14.18%,0%,66.67%,100%,95.83%,75.76%,100%,76.92%,100%,33.33%,2.50%,33.33%,82.22%,100%,0%,0%,92.86%,66.67%,58.33%,66.67%,66.67%,25%,79.17%,80%,99.21%,0%,33.33%,1.47%,83.33%,100%,NA,44.44%
apc-10 V_-_10426255_10426311_10426315,apc-10,WBGene00000144,F15H10.3,V_-_10426255_10426311_10426315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.29%,0%,NA,NA,NA,NA,NA,53.42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
apx-1 V_+_3212372_3212390_3215250,apx-1,WBGene00000168,K08D9.3,V_+_3212372_3212390_3215250,9.52%,0%,0%,0%,0%,0%,0%,0%,3.45%,0%,18.67%,NA,6.25%,0%,13.89%,NA,0%,0%,0%,1.25%,0%,0%,9.39%,0%,10%,2.08%,0%,0%,1.20%,6.06%,6.55%,4.76%,0%,2.27%,0%,50%,2.22%,50%,0%,0%,0%,0%,0%,0%,3.08%,0%
arr-1 X_+_952692_953089_953563,arr-1,WBGene00000195,F53H8.2,X_+_952692_953089_953563,72.41%,100%,92.14%,92.41%,66.67%,61.25%,100%,100%,100%,86.21%,87.33%,76.67%,100%,89.33%,93.67%,100%,95.24%,97.37%,100%,71.61%,93.33%,100%,100%,78.88%,93.54%,100%,92.31%,95.24%,79.17%,97.78%,84.62%,90.21%,93.64%,90.83%,100%,100%,90.46%,89%,81.09%,33.33%,99.20%,98.62%,92.47%,95.83%,96.50%,100%
arrd-15 III_+_8930080_8932494_8934233,arrd-15,WBGene00014033,ZK643.1,III_+_8930080_8932494_8934233,2.29%,100%,60%,7.22%,0%,100%,100%,0%,100%,84.51%,100%,100%,NA,64.81%,14.18%,0%,66.67%,100%,95.83%,75.76%,100%,76.92%,100%,33.33%,2.50%,33.33%,82.22%,100%,0%,0%,92.86%,66.67%,58.33%,66.67%,66.67%,25%,79.17%,80%,99.21%,0%,33.33%,1.47%,83.33%,100%,NA,44.44%
arrd-17 III_-_13629054_13629098_13629109,arrd-17,WBGene00011732,T12D8.4,III_-_13629054_13629098_13629109,0%,0%,0%,1.17%,0%,0%,0%,8.33%,0.55%,0%,0.83%,3.37%,0%,0%,0.93%,0%,0.57%,3.13%,0%,0.92%,0%,0%,0.24%,2.70%,0.57%,0%,0%,0.29%,2.50%,0%,0%,1.85%,0.96%,0%,0%,0%,0.16%,1.56%,3.49%,0%,0.73%,2.11%,0.79%,0.89%,2.78%,0%
arrd-17 III_-_13630241_13630632_13630710,arrd-17,WBGene00011732,T12D8.4,III_-_13630241_13630632_13630710,3.95%,0%,9.06%,3.75%,0%,0%,0%,0%,13.81%,0%,0%,0%,1.61%,0.35%,8.36%,5.05%,4.30%,0%,0%,0.33%,0%,2.22%,0%,6.78%,1.98%,2.27%,0.71%,3.10%,0%,0%,0%,16.67%,5.89%,3.35%,0%,0%,0.29%,0.21%,2.50%,0%,3.61%,1.05%,1.40%,0%,0%,4.37%
arrd-6 II_+_11142956_11145910_11147515,arrd-6,WBGene00009579,F40F8.8,II_+_11142956_11145910_11147515,33.33%,0%,50%,75.67%,0%,0%,NA,8.33%,97.78%,0%,66.67%,NA,34.32%,66.27%,0%,0%,75%,13.33%,NA,28.57%,100%,NA,95.84%,100%,3.57%,100%,83.34%,100%,96.67%,0%,NA,64.44%,66.67%,29.17%,NA,NA,80.80%,98.41%,100%,66.67%,43.33%,48.75%,66.67%,100%,33.33%,33.33%
arrd-6 II_+_11148740_11149016_11149060,arrd-6,WBGene00009579,F40F8.8,II_+_11148740_11149016_11149060,100%,99.74%,100%,99.81%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,NA,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,89.83%,100%,100%,100%,100%,100%,100%,100%,100%
arx-1 I_-_2886407_2889687_2891304,arx-1,WBGene00000199,Y71F9AL.16,I_-_2886407_2889687_2891304,79.93%,100%,100%,99.63%,100%,100%,100%,100%,96.40%,75.77%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98.35%,100%,100%,100%,100%,100%,100%,100%,100%,99.71%,98.04%,99.36%,100%,98.28%,99.76%,100%,100%,99.33%,100%,99.59%,100%,99.73%,100%,100%,100%,99.83%,100%
arx-3 III_-_12052714_12053484_12053584,arx-3,WBGene00000201,Y79H2A.6,III_-_12052714_12053484_12053584,94.37%,100%,96.37%,97.05%,100%,99.66%,99.46%,98.12%,97.33%,100%,97.71%,96.07%,97.22%,98.11%,89.82%,100%,98.63%,98.44%,95.56%,99.58%,100%,90.09%,95.36%,96.64%,97.87%,95.89%,NA,96.62%,NA,100%,96.54%,91.45%,96.25%,93.68%,100%,95.84%,95.92%,98.70%,97.23%,99.28%,96.51%,97.98%,96.30%,95.21%,99.28%,96.89%
asd-1 III_+_4197327_4199115_4199983,asd-1,WBGene00011279,R74.5,III_+_4197327_4199115_4199983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.46%,NA,47.03%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
asd-2 I_-_6881512_6881749_6882930,asd-2,WBGene00006423,T21G5.5,I_-_6881512_6881749_6882930,64.44%,NA,80.38%,88.68%,50%,86.19%,91.48%,78.81%,91.67%,95.83%,86.59%,88.89%,100%,88.27%,85.72%,NA,97.10%,70%,87.50%,85.45%,100%,77.37%,NA,NA,86.00%,76.44%,87.49%,88.71%,72.39%,55%,NA,79.82%,73.56%,64.10%,NA,85.71%,83.22%,97.95%,53.37%,47.29%,85.26%,96.35%,83.10%,78.12%,78.87%,NA
asic-1 I_+_3771248_3771376_3771525,asic-1,WBGene00022815,ZK770.1,I_+_3771248_3771376_3771525,100%,NA,0%,100%,NA,NA,100%,NA,100%,NA,100%,NA,100%,NA,100%,NA,NA,100%,NA,100%,100%,NA,100%,100%,100%,100%,100%,NA,100%,NA,100%,100%,83.33%,100%,70%,NA,100%,NA,100%,100%,100%,100%,91.67%,100%,100%,100%
asna-1 III_+_8895829_8895917_8896036,asna-1,WBGene00014025,ZK637.5,III_+_8895829_8895917_8896036,96.31%,99.53%,99.18%,98.29%,100%,98.72%,100%,95.48%,100%,100%,98.96%,100%,100%,98.74%,98.37%,100%,100%,97.66%,100%,94.07%,100%,100%,80.94%,100%,99.24%,100%,99.07%,100%,99.04%,100%,100%,97.11%,99.32%,100%,100%,100%,99.28%,94.59%,100%,100%,98.75%,99.46%,97.56%,99.24%,91.72%,100%
ate-1 I_-_9614015_9614141_9614338,ate-1,WBGene00010615,K07A1.9,I_-_9614015_9614141_9614338,17.90%,2.86%,22.71%,7.55%,0%,13.89%,26.47%,29.17%,9.13%,14.58%,11.11%,17.50%,0%,29.78%,20.30%,61.77%,10.37%,8.93%,0%,14.82%,6.25%,5.56%,24.04%,16.62%,10.51%,8.58%,3.92%,0%,19.16%,0%,25.75%,23.21%,18.67%,24.24%,0%,0%,22.17%,9.17%,20%,9.38%,12.31%,17.94%,22.31%,3.13%,32.07%,7.86%
ate-1 I_-_9614209_9614729_9614973,ate-1,WBGene00010615,K07A1.9,I_-_9614209_9614729_9614973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.87%,NA,NA,NA,NA,NA,NA
atf-7 III_-_4494092_4494185_4498489,atf-7,WBGene00000223,C07G2.2,III_-_4494092_4494185_4498489,85.58%,NA,53.70%,84.27%,98.46%,52.16%,48.23%,63.21%,91.84%,45.27%,91.04%,87.45%,48.37%,92.26%,91.48%,78.46%,79.88%,63.54%,51.02%,NA,NA,78.92%,74.77%,69.24%,91.38%,71.50%,90.48%,77.15%,94.84%,89.20%,88.45%,90.95%,87.65%,84.84%,93.53%,60.10%,72.00%,NA,89.21%,91.05%,90.86%,92.54%,NA,92.02%,96.88%,75.74%
atgl-1 III_-_6416489_6416666_6416670,atgl-1,WBGene00015484,C05D11.7,III_-_6416489_6416666_6416670,92.27%,88.89%,93.92%,83.72%,100%,100%,100%,90.64%,93.97%,100%,95.83%,58.33%,100%,78.73%,96.59%,94.44%,88.89%,70.83%,84.29%,89.13%,91.67%,90.45%,92.37%,91.37%,82.55%,80.31%,86.67%,96.67%,90.15%,100%,88.77%,78.57%,88.52%,84.92%,75%,66.67%,81.51%,89.91%,78.79%,92.86%,89.14%,95.50%,95.37%,98.22%,88.82%,90.35%
ath-1 I_-_8039181_8039339_8039693,ath-1,WBGene00010564,K04G2.5,I_-_8039181_8039339_8039693,49.21%,62%,76.97%,41.13%,50%,60%,54.20%,60.95%,63.72%,41.67%,77.50%,100%,100%,54.38%,95.29%,94.80%,83.78%,83.34%,75%,NA,41.25%,92.98%,60.65%,70.61%,76.44%,89.25%,63.75%,77.93%,61.39%,69.44%,74.21%,69.80%,74.18%,58.02%,41.67%,83.34%,51.07%,48.48%,40.79%,89.48%,53.44%,79.58%,61.97%,60.96%,37.00%,64.38%
atic-1 IV_+_7883948_7885375_7885444,atic-1,WBGene00016957,C55F2.1,IV_+_7883948_7885375_7885444,100%,NA,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,80%,100%,100%,93.40%,100%,100%,100%,100%,73.08%,100%,100%,100%,5.04%,94.44%,91.67%,100%,3.85%,100%,100%,100%,100%,100%,100%,100%,98.91%,100%,100%,99.11%
atic-1 IV_+_7886876_7891490_7891597,atic-1,WBGene00016957,C55F2.1,IV_+_7886876_7891490_7891597,92.59%,91.67%,43.07%,67.07%,50%,80%,100%,87.50%,41.87%,88.89%,23.08%,21.43%,39.71%,95.08%,95.72%,18.33%,66.67%,92.96%,85%,91.96%,16.67%,85.59%,66.54%,NA,15.52%,53.57%,40.39%,52.27%,96.78%,100%,95.83%,22.05%,54.14%,70.30%,90.33%,83.34%,58.48%,72.33%,86.30%,37.04%,47.55%,55.52%,76.81%,94.42%,88.75%,37.52%
atic-1 IV_+_7892730_7892925_7892986,atic-1,WBGene00016957,C55F2.1,IV_+_7892730_7892925_7892986,100%,100%,100%,96.14%,100%,100%,100%,100%,81.27%,93.75%,100%,100%,100%,100%,100%,88.89%,16.50%,100%,100%,100%,100%,100%,98.19%,99.84%,100%,100%,100%,100%,92.86%,100%,100%,100%,98.91%,95%,100%,50%,100%,100%,97.83%,100%,99.18%,100%,99.50%,96.55%,100%,98.51%
atn-1 V_+_12480888_12481196_12481282,atn-1,WBGene00000228,W04D2.1,V_+_12480888_12481196_12481282,67.35%,5.16%,NA,50.56%,93.75%,33.33%,36.82%,74.21%,34.10%,62.50%,72.48%,61.90%,63.69%,63.95%,NA,0%,33.77%,61.23%,77.26%,NA,58.34%,NA,NA,NA,63.48%,NA,40.52%,36.78%,NA,NA,NA,66.10%,NA,NA,75%,87.50%,78.79%,49.70%,53.96%,24.40%,NA,48%,61.69%,68.43%,71.25%,NA
atp-3 I_-_5429623_5429745_5429826,atp-3,WBGene00000230,F27C1.7,I_-_5429623_5429745_5429826,28.37%,50%,32.54%,26.60%,44.44%,40%,33.33%,33.57%,38.61%,40.63%,43.45%,0%,0%,48.61%,32.75%,14.39%,38.85%,52.50%,44.44%,24.02%,30.56%,43.25%,28.46%,58.89%,7.63%,52.88%,54.71%,36.67%,59.81%,47.62%,50%,63.10%,38.42%,32.38%,NA,NA,50.73%,40.62%,45%,80.77%,53.60%,24.33%,38.80%,71.13%,48.74%,59.44%
avr-15 V_-_13502170_13502436_13508760,avr-15,WBGene00000233,R11G10.1,V_-_13502170_13502436_13508760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.29%,NA,NA,NA,NA,NA,NA,NA,66.43%,NA,NA,13.12%,NA,NA,0%,NA,NA,NA,NA,NA,NA,1.08%,NA,NA,0%,NA,NA,NA,NA,NA,35.42%
B0001.4 IV_-_12135571_12136076_12136201,B0001.4,WBGene00007089,B0001.4,IV_-_12135571_12136076_12136201,85.72%,65.70%,NA,NA,72.22%,81.99%,82.81%,NA,89.82%,NA,92.78%,NA,80.56%,NA,78.54%,72.31%,95.86%,72.43%,75%,NA,65.57%,95.83%,97.96%,84.18%,NA,84.85%,NA,97.50%,98.75%,76.71%,86.88%,93.57%,89.01%,93.88%,90%,NA,NA,67.82%,NA,87.50%,NA,89.91%,NA,89.67%,95.07%,85.55%
B0238.12 V_+_5266199_5266215_5267344,B0238.12,WBGene00015076,B0238.12,V_+_5266199_5266215_5267344,0%,NA,NA,0%,NA,NA,NA,NA,NA,13.13%,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,100%,0%,0%,15.97%,NA,8.33%,0%,0%,NA,NA,NA,0%,NA,NA,0%,0%,NA,100%,NA
B0303.7 III_+_8693742_8697060_8697357,B0303.7,WBGene00015128,B0303.7,III_+_8693742_8697060_8697357,1.92%,0%,6.83%,3.96%,0%,0%,9.09%,4.55%,5.43%,0%,0%,7.20%,0%,0.94%,0%,0%,0%,3.57%,0%,0.84%,0%,13.89%,3.85%,0%,0.79%,6.25%,7.41%,0%,0%,34.06%,10%,24.60%,3.41%,9.05%,0%,0%,1.11%,3.07%,0%,0%,0%,0%,4.81%,0%,0.47%,20.59%
B0353.1 III_+_556033_560173_565558,B0353.1,WBGene00015155,B0353.1,III_+_556033_560173_565558,18.28%,0%,51.04%,54%,NA,25%,40%,50%,55.56%,95%,33.33%,100%,100%,54.45%,59.09%,0%,75%,100%,0%,15.28%,70.46%,55.38%,61.11%,46.88%,76.59%,85.19%,50%,67.78%,57.89%,0%,NA,72.22%,33.33%,48.38%,100%,100%,60.95%,90%,92.86%,20%,39.29%,0%,70.83%,0%,16.80%,40%
B0353.1 III_+_557636_560173_565558,B0353.1,WBGene00015155,B0353.1,III_+_557636_560173_565558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.69%,NA
B0361.4 III_+_7265445_7266377_7266540,B0361.4,WBGene00015158,B0361.4,III_+_7265445_7266377_7266540,100%,60.18%,99.55%,96.50%,100%,100%,99.68%,99.14%,100%,100%,94.79%,100%,100%,100%,93.27%,97.44%,100%,100%,100%,100%,100%,100%,100%,96.88%,99.45%,100%,99.07%,100%,97.78%,100%,100%,91.67%,98.81%,100%,100%,100%,95.56%,100%,100%,100%,99.64%,100%,97.66%,100%,100%,100%
B0393.5 III_+_4774217_4775114_4775184,B0393.5,WBGene00007170,B0393.5,III_+_4774217_4775114_4775184,100%,82.56%,100%,100%,100%,NA,100%,100%,100%,NA,100%,100%,NA,100%,100%,NA,100%,100%,33.33%,100%,100%,100%,100%,100%,100%,75%,100%,100%,100%,100%,100%,100%,100%,100%,100%,NA,75%,100%,100%,100%,96.88%,100%,100%,100%,100%,98.33%
B0395.3 X_-_16039231_16039448_16041607,B0395.3,WBGene00007175,B0395.3,X_-_16039231_16039448_16041607,0.81%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4.35%,0%,0%,1.11%,0%,0%,0%,0%,0%,0%,0%,0%,0.55%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,44.45%,0.26%,0%,0%,0%,0.91%,0%,0%,0%,0%,0.40%
B0432.14 II_+_264694_264744_265708,B0432.14,WBGene00044640,B0432.14,II_+_264694_264744_265708,0%,0%,0.35%,0%,0%,1.28%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.44%,0%,0%,11.11%,0%,0%,0.42%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
B0495.8 II_-_7706873_7707135_7707257,B0495.8,WBGene00015207,B0495.8,II_-_7706873_7707135_7707257,96.32%,95%,89.08%,100%,100%,100%,100%,95%,81.48%,100%,100%,100%,100%,93.33%,90.78%,93.65%,94.21%,91.83%,100%,83.50%,100%,71.86%,92.56%,98.91%,98.69%,89.46%,100%,93.50%,95.99%,100%,NA,92.14%,90.16%,94.41%,100%,100%,92.85%,100%,95.42%,92.86%,93.97%,94.66%,94.24%,95.83%,88.96%,98.13%
B0495.9 II_-_7708305_7708373_7708377,B0495.9,WBGene00015208,B0495.9,II_-_7708305_7708373_7708377,10.08%,0%,4.60%,3.43%,0%,11.76%,1.56%,0%,11.04%,0%,0%,16.67%,0%,2.78%,7.83%,12.12%,1.08%,3.13%,8.33%,2.50%,0%,0%,8.54%,3.85%,6.37%,1.92%,0%,4.17%,3.70%,0%,6.55%,6.67%,3.53%,0%,NA,50%,3.91%,2.63%,8.33%,5.27%,2.65%,1.54%,3.31%,0%,7.87%,0%
B0511.12 I_-_10657592_10657646_10657713,B0511.12,WBGene00015237,B0511.12,I_-_10657592_10657646_10657713,NA,NA,30.01%,NA,NA,NA,NA,NA,NA,2.27%,NA,0%,NA,3.57%,NA,12.20%,14.21%,NA,NA,7.41%,NA,0%,7.69%,0%,12.50%,NA,54.26%,15.26%,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,22%,NA,NA,NA,NA,10.42%
B0563.6 X_+_9143359_9143383_9144074,B0563.6,WBGene00015263,B0563.6,X_+_9143359_9143383_9144074,100%,95.07%,62.81%,76.67%,100%,87.76%,96.16%,90.79%,85.97%,66.67%,100%,0%,100%,43.08%,95%,68.89%,94.44%,68.75%,100%,71.56%,65%,33.28%,96.30%,31.82%,56.43%,86.67%,42.33%,35.42%,67.05%,100%,94.45%,84.85%,67.87%,63.61%,50%,54.61%,77.42%,84.37%,90.42%,33.33%,88.01%,72.84%,83.85%,75%,100%,77.38%
B0563.6 X_+_9144215_9144366_9145578,B0563.6,WBGene00015263,B0563.6,X_+_9144215_9144366_9145578,NA,0%,57.49%,0%,NA,50%,0%,0%,50%,NA,NA,NA,NA,76.04%,NA,NA,NA,33.33%,NA,66.67%,100%,100%,100%,0%,33.33%,100%,62.50%,NA,100%,NA,NA,50%,NA,NA,NA,NA,73.33%,47.50%,100%,NA,16.67%,10.36%,0%,0%,0%,0%
bbs-8 V_-_6763056_6763252_6763288,bbs-8,WBGene00000244,T25F10.5,V_-_6763056_6763252_6763288,63.84%,46%,NA,93.75%,NA,84.88%,68.91%,63.90%,85.94%,85.98%,NA,NA,100%,100%,50%,NA,100%,94.45%,95.56%,83.61%,83.33%,71.43%,NA,66.67%,66.67%,33.33%,82.59%,85.84%,NA,100%,77.78%,83.34%,49.35%,16.67%,NA,NA,100%,100%,100%,100%,93.33%,100%,50%,NA,NA,100%
bca-2 IV_-_17098048_17098590_17100040,bca-2,WBGene00013805,Y116A8C.28,IV_-_17098048_17098590_17100040,18.57%,8.33%,26.21%,14.38%,47.78%,6.67%,22.34%,30%,20.25%,30.63%,8.13%,6.36%,20%,15.89%,24.10%,1.75%,14.43%,10%,13.33%,14.31%,23.93%,16.14%,20.86%,16.92%,28.68%,19.53%,24.46%,4.01%,8.43%,8.37%,8.85%,27.69%,11.48%,11.98%,0%,37.50%,5.76%,13.75%,30.38%,38.89%,19.39%,23.36%,28.84%,1.92%,4.76%,17.29%
bcl-11 V_+_6356743_6357623_6357673,bcl-11,WBGene00017430,F13H6.1,V_+_6356743_6357623_6357673,94.79%,94.45%,96.92%,95.70%,100%,100%,90.48%,100%,96.61%,100%,88.45%,98.48%,98.89%,98.94%,99.08%,100%,97.82%,100%,89.68%,96.43%,100%,93.96%,99.05%,97.05%,99.51%,95.98%,97.26%,85.47%,93.47%,89.33%,90.28%,93.84%,94.25%,91.37%,100%,94.45%,96.39%,100%,95.95%,77.78%,98.53%,95.95%,97.64%,96.67%,95.96%,99.27%
