,Gene,WormBase_Gene_ID,Sequence_Name,AS_event_ID,ADL,AFD,AIM,AIN,AIY,ASEL,ASER,ASG,ASI,ASK,AVA,AVE,AVG,AVH,AVK,AVL,AVM,AWA,AWB,AWC,BAG,CAN,DA,DD,DVC,I5,IL1,IL2,LUA,NSM,OLL,OLQ,PHA,PVC,PVD,PVM,RIA,RIC,RIM,RIS,RMD,SMB,SMD,VB,VC,VD
bca-2 IV_-_17098048_17098591_17099454_17100040,bca-2,WBGene00013805,Y116A8C.28,IV_-_17098048_17098591_17099454_17100040,79.72%,91.67%,68.02%,NA,47.99%,NA,78.71%,NA,76.85%,60.54%,86.44%,90.80%,75.72%,80.56%,NA,96.41%,NA,NA,82.92%,79.01%,76.51%,81.44%,80.41%,78.82%,65.48%,77.11%,71.91%,NA,87.35%,88.74%,90.61%,71.53%,84.17%,86.87%,NA,NA,92.81%,NA,72.52%,59.34%,NA,74.12%,70.02%,96.54%,91.89%,82.18%
bec-1 IV_-_5663666_5663712_5663811_5664317,bec-1,WBGene00000247,T19E7.3,IV_-_5663666_5663712_5663811_5664317,99.26%,100%,99.37%,100%,100%,100%,100%,100%,100%,100%,100%,95.14%,100%,99.48%,100%,100%,100%,100%,100%,82.53%,100%,100%,100%,100%,99.48%,99.37%,100%,100%,100%,100%,100%,100%,98.40%,99.16%,100%,100%,97.22%,100%,100%,100%,100%,100%,90.41%,100%,99.74%,100%
best-22 IV_+_12352311_12353013_12353055_12353142,best-22,WBGene00013921,ZC518.1,IV_+_12352311_12353013_12353055_12353142,45.56%,26.12%,13.68%,6.31%,0%,0%,6.42%,16.67%,58.33%,100%,65%,0%,NA,37.50%,69.18%,0%,1.30%,16.06%,0%,17.71%,25%,34.42%,40.87%,36.07%,18.33%,68.21%,39.94%,7.44%,38.89%,66.67%,53.84%,38.89%,41.61%,20.41%,27.89%,0%,26.44%,17.26%,16.66%,28.57%,16.69%,1.75%,4.53%,59.58%,65.63%,54.81%
best-22 IV_+_12353804_12353896_12353929_12354094,best-22,WBGene00013921,ZC518.1,IV_+_12353804_12353896_12353929_12354094,22.62%,37.50%,43.73%,32.86%,0%,56.37%,68.12%,25%,70.42%,11.11%,12.50%,60%,0%,49.84%,12.50%,100%,96.09%,60.85%,6.25%,83.54%,100%,30.90%,17.54%,78.75%,26.20%,42.52%,74.83%,39.76%,28.33%,0%,67.19%,69.52%,70.45%,27.96%,89.12%,94.75%,57.36%,28.86%,66.75%,37.50%,69.22%,90.41%,94.37%,76.25%,25.00%,43.75%
best-22 IV_+_12354157_12354506_12354618_12355388,best-22,WBGene00013921,ZC518.1,IV_+_12354157_12354506_12354618_12355388,1.92%,46.67%,25.42%,NA,9.38%,35.42%,70.74%,25%,6.75%,13.33%,0%,0%,NA,23.40%,11.86%,51.71%,NA,7.64%,27.08%,40.76%,58.33%,10.25%,24.47%,10.72%,16.63%,17.19%,NA,NA,16.91%,22.92%,NA,16.19%,17.26%,29.56%,0%,0.96%,35.73%,45.17%,8.09%,21.43%,33.80%,NA,18.50%,47.22%,38.69%,33.15%
best-22 IV_+_12354157_12354548_12354618_12355388,best-22,WBGene00013921,ZC518.1,IV_+_12354157_12354548_12354618_12355388,3.85%,33.06%,28.23%,NA,9.38%,35.42%,NA,58.34%,8.14%,13.33%,12.50%,0%,NA,24.34%,12.18%,71.97%,2.70%,13.19%,29.17%,8.96%,16.67%,10.25%,35.58%,51.59%,20.37%,19.97%,45.48%,NA,19.93%,10.42%,NA,16.19%,19.26%,36.59%,0%,0.96%,45.39%,NA,7.20%,38.10%,33.99%,NA,NA,20.83%,25.40%,24.40%
blmp-1 I_+_10412946_10413361_10413409_10413491,blmp-1,WBGene00003847,F25D7.3,I_+_10412946_10413361_10413409_10413491,81.17%,37.50%,65.10%,80.99%,50%,62.92%,59.01%,100%,78.33%,100%,75%,87.50%,NA,87.07%,82.22%,62.50%,48.09%,100%,41.25%,48.84%,88.89%,50.74%,74.11%,54.98%,66.58%,56.91%,74.75%,60.51%,37.22%,33.33%,49.59%,45.89%,68.87%,70.06%,100%,63.34%,53.78%,64.45%,44.48%,92.59%,71.55%,91.67%,60.87%,54.81%,61.25%,68.74%
bris-1 IV_-_3815230_3817263_3817332_3819098,bris-1,WBGene00019726,M02B7.5,IV_-_3815230_3817263_3817332_3819098,95.83%,96.18%,97.30%,94.14%,55%,93.30%,93.06%,90.80%,100%,96.35%,96.03%,90.28%,100%,93.51%,96.36%,94.11%,92.93%,88.23%,100%,91.54%,89.38%,100%,NA,NA,91.03%,98.13%,100%,97.64%,100%,NA,NA,92.50%,96.99%,NA,100%,100%,98.45%,88.58%,96.65%,54.70%,94.08%,97.81%,98.02%,100%,96.46%,NA
C01F1.4 II_+_4276483_4277440_4277643_4278152,C01F1.4,WBGene00015299,C01F1.4,II_+_4276483_4277440_4277643_4278152,99.46%,100%,100%,97.70%,NA,100%,100%,97.76%,100%,100%,100%,100%,100%,100%,NA,NA,100%,100%,100%,97.39%,100%,100%,100%,100%,100%,100%,100%,NA,100%,100%,100%,100%,100%,93.33%,100%,100%,100%,100%,100%,NA,88.57%,100%,100%,100%,100%,100%
C01H6.8 I_+_7228066_7228350_7228548_7228827,C01H6.8,WBGene00007257,C01H6.8,I_+_7228066_7228350_7228548_7228827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.21%,NA,NA,NA,NA,42.38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.75%
C04A11.1 X_+_13661653_13661750_13661801_13662297,C04A11.1,WBGene00007285,C04A11.1,X_+_13661653_13661750_13661801_13662297,64.29%,NA,99.35%,92.71%,NA,100%,80.95%,100%,62.57%,0%,89.58%,95%,NA,100%,100%,100%,100%,100%,97.78%,99.16%,83.33%,54.80%,100%,98.36%,87.50%,92.50%,87.50%,79.71%,59.46%,100%,83.13%,62.78%,72.78%,67.56%,NA,81.25%,75.40%,100%,96.97%,66.67%,94.10%,95.78%,95.56%,100%,100%,88.20%
C04F5.2 V_-_5093863_5094454_5095086_5095768,C04F5.2,WBGene00015444,C04F5.2,V_-_5093863_5094454_5095086_5095768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,70.67%,NA,0%,NA,NA,NA
C06A1.2 II_+_10571005_10571405_10571488_10571819,C06A1.2,WBGene00007353,C06A1.2,II_+_10571005_10571405_10571488_10571819,60.17%,8.33%,24.47%,19.62%,7.90%,40.84%,34.07%,23.27%,29.25%,10%,52.35%,36.76%,NA,27.25%,32.25%,NA,NA,28.70%,10.63%,30.15%,13.30%,26.79%,23.75%,10.30%,67.04%,18.35%,19.84%,24.30%,33.24%,6.67%,20.00%,24.67%,37.75%,21.15%,NA,21.86%,42.21%,28.53%,NA,11.54%,NA,NA,NA,NA,20.73%,NA
C06A6.4 IV_-_7827105_7827420_7827462_7827567,C06A6.4,WBGene00015509,C06A6.4,IV_-_7827105_7827420_7827462_7827567,49.89%,25%,57.86%,34.49%,34.53%,NA,6.25%,29.10%,76.33%,81.25%,54.86%,100%,27.98%,41.66%,54.73%,100%,38.29%,20.72%,28.13%,73.79%,66.67%,24.54%,26.20%,45.37%,34.69%,70.71%,49.70%,30.50%,65.44%,30.82%,90.63%,54.38%,68.06%,75.46%,8.34%,27.50%,57.86%,55.93%,19.05%,69.05%,38.05%,50.30%,49.90%,27.22%,39.60%,26.60%
C06A8.8 II_-_7766298_7766447_7766631_7766680,C06A8.8,WBGene00015517,C06A8.8,II_-_7766298_7766447_7766631_7766680,0%,NA,0%,0%,NA,NA,5.13%,NA,NA,0%,NA,NA,NA,0%,NA,NA,0%,0%,NA,100%,0%,NA,0%,0%,NA,0%,0%,4.61%,0%,0%,0%,0%,0%,0%,0%,NA,0%,2.67%,0%,0%,0%,NA,0%,NA,0%,0%
C06E2.1 X_-_8874460_8874536_8874589_8874760,C06E2.1,WBGene00015527,C06E2.1,X_-_8874460_8874536_8874589_8874760,100%,53.15%,100%,100%,NA,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,NA,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,NA,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
C07A12.7 X_-_4518685_4519351_4519453_4519519,C07A12.7,WBGene00015561,C07A12.7,X_-_4518685_4519351_4519453_4519519,57.42%,32.92%,45.38%,41.83%,54.10%,20.99%,18.09%,35.06%,30.95%,19.02%,38.11%,37.77%,4.31%,42.14%,45.94%,42.93%,23.04%,25.69%,35.63%,80.47%,40.75%,80.16%,54.56%,26.04%,35.93%,64.81%,48.81%,57.76%,28.81%,58.40%,80.54%,55.79%,64.06%,67.32%,26.15%,32.58%,43.42%,37.42%,58.08%,44.14%,38.25%,31.79%,35.00%,36.62%,93.46%,56.83%
C09G1.5 X_+_15960218_15960400_15960496_15961891,C09G1.5,WBGene00007487,C09G1.5,X_+_15960218_15960400_15960496_15961891,1.92%,46.67%,25.42%,NA,9.38%,35.42%,70.74%,25%,6.75%,13.33%,0%,0%,NA,23.40%,11.86%,51.71%,NA,7.64%,27.08%,40.76%,58.33%,10.25%,24.47%,10.72%,16.63%,17.19%,NA,NA,16.91%,22.92%,NA,16.19%,17.26%,29.56%,0%,0.96%,35.73%,45.17%,8.09%,21.43%,33.80%,NA,18.50%,47.22%,38.69%,33.15%
C12D12.1 X_+_3504097_3504265_3504628_3504698,C12D12.1,WBGene00015713,C12D12.1,X_+_3504097_3504265_3504628_3504698,48.49%,80%,63.31%,55.65%,74.76%,51.19%,44.41%,59.32%,53.55%,33.33%,37.22%,21.67%,41.67%,49.95%,46.31%,66.67%,31.07%,30.68%,33.33%,62.10%,11.11%,44.15%,55.85%,63.72%,39.42%,79.26%,52.08%,41.40%,68.25%,59.72%,30.31%,83.61%,46.60%,72.91%,41.67%,NA,57.56%,35.31%,45.84%,38.11%,40.47%,51.10%,52.50%,10.42%,49.19%,57.52%
C14A4.12 II_+_10614149_10614200_10614260_10614378,C14A4.12,WBGene00007562,C14A4.12,II_+_10614149_10614200_10614260_10614378,NA,NA,NA,18.99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.27%,NA,NA,NA,79.38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.53%
C14B4.2 V_-_19335177_19335460_19335651_19336799,C14B4.2,WBGene00007583,C14B4.2,V_-_19335177_19335460_19335651_19336799,100%,NA,100%,100%,NA,NA,100%,NA,100%,100%,100%,NA,NA,92.86%,100%,NA,100%,100%,NA,100%,NA,NA,100%,100%,100%,100%,100%,NA,100%,NA,76.66%,90%,100%,100%,NA,NA,100%,100%,100%,NA,100%,100%,100%,NA,100%,99.13%
C14C10.2 V_-_12591347_12591413_12591482_12591527,C14C10.2,WBGene00007585,C14C10.2,V_-_12591347_12591413_12591482_12591527,100%,NA,100%,93.75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.09%,93.06%,NA,NA,NA,NA,77.96%,NA,NA,74.43%,100%,97.48%,100%,NA,100%,90.08%,NA,40.06%,NA,71.51%,78.72%,NA,NA,93.93%,85.42%,70.64%,NA,95%,80%,100%,NA,90.08%,77.78%
C14H10.2 X_-_10244292_10244604_10244772_10245057,C14H10.2,WBGene00007592,C14H10.2,X_-_10244292_10244604_10244772_10245057,56.81%,100%,98.43%,57.08%,87.50%,68.75%,0%,100%,NA,0%,30.56%,0%,NA,86.65%,67.30%,100%,75%,0%,NA,68.13%,100%,43.68%,63.34%,75.66%,100%,57.98%,78.33%,81.95%,69.05%,NA,88.20%,90.77%,87.82%,79.41%,NA,NA,71.99%,100%,78.84%,63.64%,80.03%,100%,86.22%,47.03%,83.93%,76.44%
C16A11.5 II_+_4224438_4224624_4224898_4224955,C16A11.5,WBGene00015818,C16A11.5,II_+_4224438_4224624_4224898_4224955,NA,NA,89.58%,NA,NA,NA,NA,NA,100%,0%,NA,NA,NA,100%,NA,NA,NA,NA,NA,62.50%,NA,NA,91.25%,66.01%,100%,NA,NA,NA,86.27%,NA,93.19%,NA,81.59%,90.88%,NA,NA,100%,100%,69.05%,100%,NA,100%,100%,NA,NA,100%
C17H11.1 X_+_8178717_8178971_8179639_8179827,C17H11.1,WBGene00015921,C17H11.1,X_+_8178717_8178971_8179639_8179827,98.97%,NA,NA,80%,NA,NA,NA,NA,100%,100%,NA,NA,87.82%,NA,100%,93.72%,NA,NA,NA,NA,NA,100%,NA,NA,100%,78.57%,NA,NA,100%,NA,50%,NA,NA,NA,NA,NA,100%,NA,NA,100%,NA,NA,100%,NA,100%,93.72%
C17H11.6 X_-_8189956_8190167_8190314_8190591,C17H11.6,WBGene00015926,C17H11.6,X_-_8189956_8190167_8190314_8190591,86.51%,85.13%,92.19%,83.57%,100%,88.34%,NA,84.03%,90.12%,88.06%,75.22%,88.33%,100%,84.62%,81.72%,77.60%,81.82%,87.35%,96.79%,79.85%,25.56%,98.27%,97.46%,87.58%,89.81%,96.60%,95.23%,89.18%,95.17%,75.69%,87.53%,97.10%,91.18%,90.25%,100%,79.17%,93.12%,91.48%,82.99%,70.21%,87.21%,80.00%,87.92%,95.16%,89.25%,93.94%
C18B2.5 X_-_3610198_3610263_3610341_3610388,C18B2.5,WBGene00015956,C18B2.5,X_-_3610198_3610263_3610341_3610388,7.13%,35%,21.83%,7.27%,52.78%,43.70%,23.44%,12.37%,8.05%,33.33%,9.17%,31.25%,20.83%,15.76%,19.16%,0%,5.56%,36.41%,16.67%,32.30%,0%,10.38%,9.51%,9.69%,14.25%,28.41%,25.66%,2.87%,19.05%,27.15%,18.45%,26.85%,25.85%,16.80%,0%,0%,7.35%,65.73%,16.65%,4.93%,12.58%,9.57%,10.46%,23.72%,17.68%,12.27%
C18C4.7 V_-_5550880_5551610_5551682_5551771,C18C4.7,WBGene00015968,C18C4.7,V_-_5550880_5551610_5551682_5551771,21.88%,0%,66.79%,62.26%,0%,100%,50%,33.75%,70%,18.75%,58.33%,0%,NA,42.29%,85.42%,100%,48.33%,72.22%,NA,25.83%,81.25%,61.11%,59.32%,77.27%,43.81%,45.44%,39.63%,26.81%,62.32%,0%,48.74%,68.75%,79.23%,48.42%,NA,NA,76.31%,0%,81.95%,100%,57.18%,42.94%,53.17%,20.83%,75.33%,69.32%
C18D4.6 V_-_17535932_17536387_17537052_17537106,C18D4.6,WBGene00007675,C18D4.6,V_-_17535932_17536387_17537052_17537106,80.86%,NA,NA,NA,20.83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C18H7.6 IV_-_591494_592009_592102_592338,C18H7.6,WBGene00015996,C18H7.6,IV_-_591494_592009_592102_592338,98.76%,NA,100%,100%,NA,100%,NA,NA,100%,100%,NA,NA,NA,100%,100%,NA,100%,100%,NA,100%,NA,NA,NA,NA,100%,100%,100%,100%,100%,NA,NA,100%,100%,100%,NA,NA,NA,NA,100%,NA,91.67%,NA,100%,NA,NA,NA
C23H3.9 II_-_74882_75544_75715_76935,C23H3.9,WBGene00016022,C23H3.9,II_-_74882_75544_75715_76935,61.11%,90.83%,79.98%,71.64%,100%,83.33%,100%,100%,85.90%,83.33%,75%,NA,66.67%,100%,91.99%,50%,100%,68.75%,64.29%,47.96%,100%,96.44%,70.63%,71.95%,100%,96.93%,84.13%,NA,70.07%,100%,87.20%,84.87%,77.00%,86.56%,NA,100%,93.64%,42.81%,88.78%,61.91%,62.03%,66.68%,81.57%,100%,75%,82.68%
C24A3.1 X_+_9003562_9003674_9003771_9004242,C24A3.1,WBGene00016032,C24A3.1,X_+_9003562_9003674_9003771_9004242,NA,NA,100%,NA,NA,NA,100%,NA,100%,100%,NA,NA,NA,25%,0%,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,93.85%,100%,NA,79.17%,NA,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.50%,NA,NA,NA
C24A8.6 X_-_4330322_4330484_4330515_4330573,C24A8.6,WBGene00044004,C24A8.6,X_-_4330322_4330484_4330515_4330573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.18%,NA,NA,NA,NA,NA,72.19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.64%,NA,NA,NA,NA,NA,NA,NA,21.85%,NA,96.41%,NA,96.42%,NA,NA,NA
C24A8.6 X_-_4330679_4330914_4330965_4331027,C24A8.6,WBGene00044004,C24A8.6,X_-_4330679_4330914_4330965_4331027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.60%,NA,NA,NA,NA,NA,NA,0%,91.25%,NA,1.33%,NA,3.87%,NA,NA,NA
C24B5.1 V_+_9191896_9192943_9193033_9193884,C24B5.1,WBGene00016044,C24B5.1,V_+_9191896_9192943_9193033_9193884,98.22%,NA,99.49%,NA,100%,100%,92.83%,NA,99.11%,99.23%,100%,100%,100%,99.70%,98.42%,95.54%,98.40%,98.99%,100%,100%,100%,100%,97.91%,90.89%,100%,100%,99.47%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99.12%,99.19%,100%,100%,100%,99.21%,98.44%,NA,100%
C26F1.1 V_+_7785892_7785994_7786710_7786802,C26F1.1,WBGene00016146,C26F1.1,V_+_7785892_7785994_7786710_7786802,9.12%,11.91%,46.16%,NA,0%,0%,0%,2.78%,11.11%,9.38%,NA,0%,NA,NA,NA,NA,NA,NA,8.33%,NA,19.45%,NA,2.01%,NA,20.20%,NA,5.03%,2.94%,NA,NA,13.54%,NA,NA,15.38%,0%,0%,12.96%,0%,0%,15.83%,1.67%,NA,NA,58.37%,7.23%,NA
C29H12.6 II_-_6115318_6115365_6115450_6116488,C29H12.6,WBGene00016237,C29H12.6,II_-_6115318_6115365_6115450_6116488,98.74%,95.92%,99.08%,100%,NA,100%,79.17%,95.80%,98.32%,100%,99.60%,99.45%,95.85%,100%,98.86%,100%,100%,97.02%,90.50%,98.50%,100%,98.51%,99.16%,100%,100%,100%,98.34%,98.52%,94.82%,100%,92.50%,100%,98.07%,97.54%,100%,100%,98.82%,91.96%,93.48%,100%,98.26%,98.36%,94.79%,97.10%,100%,100%
C30B5.2 II_+_6197719_6197805_6197968_6198025,C30B5.2,WBGene00016244,C30B5.2,II_+_6197719_6197805_6197968_6198025,63.19%,81.72%,51.20%,48.25%,90.42%,50.60%,50.97%,64.91%,67.16%,53.65%,77.25%,32.92%,100%,62.99%,69.56%,78.63%,78.10%,60.34%,39.29%,64.92%,40.29%,87.22%,83.94%,85.74%,57.08%,81.27%,75.81%,83.40%,64.33%,90.73%,86.49%,75.11%,75.76%,88.26%,79.17%,NA,71.06%,49.58%,55.85%,79.15%,76.40%,61.54%,52.08%,76.72%,82.12%,79.23%
C30F2.2 X_-_16077286_16077335_16077425_16077503,C30F2.2,WBGene00007816,C30F2.2,X_-_16077286_16077335_16077425_16077503,68.33%,25%,NA,100%,NA,NA,NA,61.21%,63.35%,78.75%,66.67%,0%,NA,NA,100%,NA,0%,NA,NA,79.18%,NA,100%,33.34%,100%,62.50%,NA,29.45%,74.13%,100%,NA,45.84%,66.67%,64.86%,62.50%,NA,62.50%,33.29%,100%,29.17%,25%,47.74%,89.58%,62.50%,NA,100%,100%
C30F2.2 X_-_16078421_16078470_16078506_16079644,C30F2.2,WBGene00007816,C30F2.2,X_-_16078421_16078470_16078506_16079644,83.19%,100%,NA,NA,NA,81.06%,NA,100%,NA,100%,NA,100%,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,100%,61.96%,NA,NA,NA,NA,NA,NA,NA,NA,NA
C34B2.11 I_+_10693751_10693796_10693868_10696215,C34B2.11,WBGene00016396,C34B2.11,I_+_10693751_10693796_10693868_10696215,42.38%,62.92%,57.77%,40.95%,8.34%,17.50%,NA,44.11%,50.90%,86.67%,31.10%,70.83%,NA,38.95%,43.82%,89.58%,40.83%,NA,100%,NA,30.24%,65.01%,48.52%,61.43%,46.70%,47.08%,69.11%,49.65%,59.52%,25%,57.69%,52.21%,50.06%,43.25%,NA,33.34%,40.10%,49.29%,34.72%,35.72%,48.59%,17.86%,54.97%,77.09%,40.19%,42.46%
C34F6.10 X_-_11234311_11234366_11234438_11234506,C34F6.10,WBGene00007944,C34F6.10,X_-_11234311_11234366_11234438_11234506,41.65%,11.67%,28.32%,22.25%,24.21%,25%,33.33%,40.34%,28.51%,31.83%,37.04%,4.76%,17.63%,31.79%,19.24%,32.90%,24.32%,41.67%,10.42%,4.45%,7.29%,32.19%,15.38%,23.50%,21.87%,28.08%,18.43%,49.77%,13.20%,32.93%,18.46%,15.86%,24.15%,23.38%,8.33%,20.70%,42.96%,23.83%,55.68%,30.32%,30.04%,26.26%,18.25%,16.32%,19.86%,25.11%
C35B1.2 IV_+_4098309_4100934_4101108_4101362,C35B1.2,WBGene00016432,C35B1.2,IV_+_4098309_4100934_4101108_4101362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.17%,NA,NA,NA,NA,NA,98.62%,NA,NA,NA,NA,99.43%,NA,NA,NA,NA,NA,83.96%,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C35B1.2 IV_+_4101425_4101859_4102007_4102819,C35B1.2,WBGene00016432,C35B1.2,IV_+_4101425_4101859_4102007_4102819,90.53%,100%,89.41%,92.09%,100%,100%,100%,100%,96.40%,100%,100%,100%,NA,92.49%,99.74%,100%,100%,100%,100%,95.37%,90%,100%,100%,100%,89.67%,92.71%,91.47%,100%,98.76%,100%,NA,96.10%,96.54%,95.91%,NA,65.53%,97.85%,96.58%,80.83%,91.95%,99.06%,96.43%,94.23%,91.30%,100%,94.47%
C40H5.2 X_+_11756126_11756275_11756356_11756468,C40H5.2,WBGene00008045,C40H5.2,X_+_11756126_11756275_11756356_11756468,90%,94.28%,89.67%,93.15%,NA,100%,96.71%,100%,96.97%,100%,97.85%,90.28%,NA,87.86%,92.00%,96.63%,100%,93.22%,55%,100%,100%,100%,97.91%,100%,86.34%,93.75%,100%,99.55%,100%,100%,97.58%,100%,90.73%,88.96%,92.99%,NA,100%,85.42%,97.15%,100%,97.10%,93.25%,92.65%,94.91%,100%,92.13%
C44B12.6 IV_-_1132764_1136713_1136985_1138150,C44B12.6,WBGene00016639,C44B12.6,IV_-_1132764_1136713_1136985_1138150,0%,NA,0%,NA,56.25%,100%,NA,NA,NA,NA,NA,NA,NA,38.36%,NA,NA,100%,0%,NA,32.92%,0%,NA,14.29%,NA,NA,16.67%,NA,NA,0%,0%,NA,NA,100%,8.33%,NA,NA,NA,4.17%,0%,NA,NA,35.56%,0%,NA,46.31%,NA
C45G9.11 III_-_5066123_5066570_5066660_5066732,C45G9.11,WBGene00016682,C45G9.11,III_-_5066123_5066570_5066660_5066732,NA,NA,NA,62.50%,NA,NA,NA,NA,100%,33.34%,100%,100%,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,100%,33.34%,NA,0%,NA,NA,NA,NA,58.44%,85.45%,72.22%,0%,50%,0%,0%,0%,NA,NA,36.35%,0%,NA,NA,NA,100%
C46C11.3 X_+_4629172_4629429_4629574_4629955,C46C11.3,WBGene00016706,C46C11.3,X_+_4629172_4629429_4629574_4629955,98.04%,97.77%,97.08%,100%,NA,97.05%,98.83%,99.26%,95.58%,100%,100%,100%,100%,100%,100%,100%,98.52%,99.19%,100%,87.06%,94.97%,100%,100%,100%,97.45%,100%,100%,100%,99.91%,100%,100%,100%,87.55%,96.89%,100%,100%,100%,99.21%,100%,100%,97.50%,100%,95.19%,100%,100%,98.22%
C46F11.6 III_-_3668890_3669805_3669914_3670287,C46F11.6,WBGene00008121,C46F11.6,III_-_3668890_3669805_3669914_3670287,99.04%,96.56%,99.22%,98.56%,100%,93.95%,99.63%,99.63%,100%,100%,98.92%,100%,100%,98.33%,99.19%,100%,99.48%,98.86%,100%,99.56%,99.26%,100%,100%,100%,99.87%,99.28%,97.67%,99.58%,100%,100%,98.34%,100%,99.16%,99.51%,100%,100%,98.80%,100%,99.60%,100%,99.68%,100%,98.10%,100%,99.77%,98.62%
C47B2.2 I_-_12963048_12963574_12963816_12964402,C47B2.2,WBGene00008131,C47B2.2,I_-_12963048_12963574_12963816_12964402,100%,100%,100%,100%,NA,100%,99.11%,100%,98.27%,100%,98.55%,92.86%,100%,97.86%,100%,100%,99.37%,93.65%,NA,99.08%,100%,100%,100%,94.57%,99.30%,98.37%,91.71%,100%,99.48%,97.95%,100%,100%,99.73%,100%,100%,72.92%,99.37%,100%,100%,100%,98.77%,99.45%,98.46%,100%,100%,98.98%
C49H3.6 IV_+_7905928_7906034_7906196_7906781,C49H3.6,WBGene00016792,C49H3.6,IV_+_7905928_7906034_7906196_7906781,29.75%,24.13%,23.30%,16.20%,NA,NA,3.13%,7.70%,12.32%,8.96%,33.33%,22.92%,25%,22.36%,36.38%,40%,5.42%,2.50%,8.33%,56.28%,16.19%,46.98%,25.95%,29.27%,16.92%,58.60%,3.06%,43.21%,48.60%,92.26%,69.21%,60.19%,39.15%,59.11%,6.25%,12.50%,28.50%,12.94%,8.43%,69.05%,10.30%,13.74%,7.78%,9.71%,69.73%,28.73%
C50B8.6 V_+_13579496_13579646_13579778_13580391,C50B8.6,WBGene00008228,C50B8.6,V_+_13579496_13579646_13579778_13580391,81.67%,NA,25%,31.25%,0%,NA,NA,100%,79.17%,25.72%,44.17%,NA,100%,57.78%,82.50%,NA,68.75%,100%,100%,100%,NA,54.37%,93.28%,100%,100%,63.56%,25%,50%,77.22%,45.74%,45.82%,92.92%,73.33%,98.30%,NA,NA,81.67%,41.07%,76.47%,85.46%,100%,100%,48.61%,34.72%,100%,69.31%
C50D2.6 II_+_85706_86616_86647_87264,C50D2.6,WBGene00016809,C50D2.6,II_+_85706_86616_86647_87264,100%,100%,95.55%,98.79%,NA,94.44%,100%,100%,100%,100%,100%,95.14%,100%,100%,100%,92.27%,100%,66.67%,62.50%,100%,100%,86.65%,93.83%,93.10%,100%,100%,93.77%,92.45%,92.50%,NA,100%,94.15%,100%,91.93%,93.44%,100%,97.27%,95.65%,96.42%,100%,94.08%,90.17%,95.41%,100%,86.67%,100%
C50D2.8 II_-_96807_96880_97009_97057,C50D2.8,WBGene00016811,C50D2.8,II_-_96807_96880_97009_97057,14.57%,15.62%,16.44%,22.29%,0%,25%,11.90%,14.17%,26.59%,21.43%,8.06%,12.50%,7.08%,20.21%,54.01%,24.51%,7.96%,30.36%,20.42%,10.72%,8.33%,8.33%,11.73%,27.59%,37.76%,7.31%,22.73%,10.49%,26.93%,4.65%,24.82%,13.69%,19.64%,10.18%,0%,21.81%,12.78%,17.53%,15.00%,8.05%,21.07%,26.66%,15.34%,11.67%,16.15%,13.02%
