"","Gene","WormBase_Gene_ID","Sequence_Name","AS_event_ID","ADL","AFD","AIM","AIN","AIY","ASEL","ASER","ASG","ASI","ASK","AVA","AVE","AVG","AVH","AVK","AVL","AVM","AWA","AWB","AWC","BAG","CAN","DA","DD","DVC","I5","IL1","IL2","LUA","NSM","OLL","OLQ","PHA","PVC","PVD","PVM","RIA","RIC","RIM","RIS","RMD","SMB","SMD","VB","VC","VD"
"set-16 III_+_13649220_13649496_13649504","set-16","WBGene00011729","T12D8.1","III_+_13649220_13649496_13649504","0%","1.538%","0%","1.44833333333333%","0%","0%","0%","0%","1.42333333333333%","0%","4.76166666666667%","0%","0%","0.18%","0%","0%","0%","0%","1.25%","0%","0%","0.606666666666667%","3.845%","0%","0%","1.735%","0%","1.39%","2.5725%","14.2866666666667%","5.49%","5.99333333333333%","5.4275%","2.678%","0%","0%","0.641666666666667%","0%","2%","0%","0.488%","2.858%","2.585%","0%","0%","0.925%"
"set-16 III_+_13650686_13651298_13651307","set-16","WBGene00011729","T12D8.1","III_+_13650686_13651298_13651307","3.52%","0%","2.455%","2.08333333333333%","0%","8.335%","0%","1.785%","2.365%","0%","4.69666666666667%","0%","2.94%","0.43%","3.97%","0%","1.56333333333333%","8.3325%","0%","0.2575%","0%","1.42%","7.3225%","2.385%","1.0125%","28.9425%","0%","3.495%","11.2766666666667%","34.8766666666667%","11.54%","16.5533333333333%","13.525%","5.386%","0%","0%","1.64166666666667%","0%","1.22%","0%","2.886%","0.488%","1.42%","5%","2.04666666666667%","0.9275%"
"cul-2 III_+_13688677_13688810_13688816","cul-2","WBGene00000837","ZK520.4","III_+_13688677_13688810_13688816","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","98.485%","100%","100%","100%","100%","100%","98.0775%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","99.546%","100%","61.54%","100%","100%","100%","100%","100%","100%","99.275%","100%","99.816%","100%"
"cul-2 III_+_13691115_13691608_13691614","cul-2","WBGene00000837","ZK520.4","III_+_13691115_13691608_13691614","20.75%","20.492%","30.3425%","32.7466666666667%","21.97%","18.38%","6.1325%","20.09%","6.74333333333333%","20.66%","19.6483333333333%","25.37%","27.7766666666667%","15.2325%","13.285%","42.14%","15.8533333333333%","23.9425%","0%","22.7925%","8.335%","17.4966666666667%","31.5325%","28.8225%","17.66%","41.31%","26.4466666666667%","21.7175%","37.2875%","33.87%","47.605%","33.67%","32.2625%","27.648%","8.335%","35.415%","24.69%","8.345%","21.34%","18.6966666666667%","23.89%","27.424%","20.0075%","28.51%","36.0533333333333%","20.5625%"
"lit-1 III_+_13702069_13702143_13702183","lit-1","WBGene00003048","W06F12.1","III_+_13702069_13702143_13702183","79.4525%","100%","90.3225%","77.348%","50%","54.165%","88.89%","77.7766666666667%","85.9633333333333%","71.43%","89.8866666666667%","62.2233333333333%","58.3333333333333%","76.62%","79.5975%","73.79%","86.54%","100%","83.3333333333333%","76.925%","75%","71.1633333333333%","67.4825%","72.69%","77.3375%","76.5875%","87.2866666666667%","80.07%","75.03%","53.9466666666667%","90%","62.67%","85.715%","66.704%","85%","100%","77.93%","89.585%","75.7325%","60%","68.936%","86.436%","76.9325%","72.9975%","71.59%","79.215%"
"lit-1 III_+_13718466_13718754_13719824","lit-1","WBGene00003048","W06F12.1","III_+_13718466_13718754_13719824","4.8575%",NA,NA,NA,NA,NA,"3.9%","0%",NA,NA,"0%","0%","0%",NA,NA,"0%",NA,NA,NA,NA,"2.1725%","0%",NA,NA,"0.55%","0.7575%","0.203333333333333%","0.15%",NA,"3.55666666666667%","0%","0.246666666666667%",NA,"0.534%","0%","0%",NA,"2.115%","0.9825%","0.363333333333333%",NA,"0%",NA,NA,NA,"0%"
"lit-1 III_+_13719941_13720095_13720159","lit-1","WBGene00003048","W06F12.1","III_+_13719941_13720095_13720159","97.6325%","98.684%","99.815%","98.02%","100%","100%","100%","100%","98.9566666666667%","98.9975%","99.02%","98.1466666666667%","100%","99.115%","99.1225%","100%","100%","99.74%","98.62%","95.2225%","96.515%","100%","100%","100%","98.8075%","100%","100%","99.8075%","99.5725%","95.0533333333333%","99.555%","100%","99.3725%","100%","100%","100%","99.8583333333333%","99.6475%","99.035%","100%","99.26%","99.606%","99.6275%","100%","100%","100%"
"rimb-1; W09G3.13 III_+_1798836_1799506_1799698","rimb-1; W09G3.13","WBGene00006513; WBGene00197271","Y39A3CL.2; W09G3.13","III_+_1798836_1799506_1799698","1.0875%","0%","0%","1.458%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0.49%","0%","0%","4.54666666666667%","33.3333333333333%","0%","0%","0%","14.2866666666667%","9.52333333333333%","0%","0%","12.5%","0%","8.425%","0%","0%","18.75%","8.33333333333333%","0%","9.375%","0%","0%","0%","2.0825%","2.38%","0%","2.084%","1.25%","1.6125%","0%","0%","0%"
"W09G3.13; Y39A3CL.7 III_+_1830607_1830664_1830785","W09G3.13; Y39A3CL.7","WBGene00197271; WBGene00021443","W09G3.13; Y39A3CL.7","III_+_1830607_1830664_1830785","0.22%","0%","0%","2.07%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0.4625%","0%","0%","0%","0%","0.4575%","0%",NA,NA,NA,"0.28%","0%","0%","0%","0%","0%",NA,"0%","0.1825%","0%","0%","0%","0.57%","0.13%","8.2875%","0%","0.232%","0%","0.2225%","0%","0%",NA
"W09G3.13; Y39A3CL.7 III_+_1830607_1830664_1831813","W09G3.13; Y39A3CL.7","WBGene00197271; WBGene00021443","W09G3.13; Y39A3CL.7","III_+_1830607_1830664_1831813","75%","50%","89.6125%","90.475%","100%","60%","75%","83.3333333333333%","50%","50%","95%",NA,"0%","79.4633333333333%","81.37%",NA,"71.43%","75%","100%","66.6666666666667%","100%","70.9533333333333%","91.6666666666667%",NA,"93.59%","58.3333333333333%","66.665%","100%","83.3333333333333%",NA,"0%","14.285%","46.6666666666667%","86.666%",NA,"100%","84.44%","50%","75%","76.47%","58.4425%","43.334%","58.75%","87.5%","75%",NA
"W09G3.13; Y39A3CL.7 III_+_1830607_1830785_1831813","W09G3.13; Y39A3CL.7","WBGene00197271; WBGene00021443","W09G3.13; Y39A3CL.7","III_+_1830607_1830785_1831813","56.6666666666667%","100%","92.1066666666667%","72.58%","100%","85.71%","100%","100%","86.155%",NA,"88.89%","100%","100%","82.2666666666667%","87.1366666666667%","50%","100%","33.33%","100%","100%",NA,NA,"75.8925%","65.345%","92.685%","80%","71.1866666666667%","100%","95.2366666666667%",NA,"81.25%","72.22%","81.1125%","88.628%","100%","100%","92%","90%","80%","100%","75.556%","87.5%","77.7775%","100%","100%","74.185%"
"W09G3.13; Y39A3CL.1; Y39A3CL.7 III_+_1841910_1842868_1844371","W09G3.13; Y39A3CL.1; Y39A3CL.7","WBGene00197271; WBGene00021440; WBGene00021443","W09G3.13; Y39A3CL.1; Y39A3CL.7","III_+_1841910_1842868_1844371","0%",NA,"49.445%","45%",NA,NA,"50%",NA,"100%","69.075%",NA,"25%",NA,"27.83%","0%","5.55666666666667%","100%","62.82%","50%","81.25%","100%","50%","33.3333333333333%","45.95%","49.445%","52.8575%","37.5066666666667%","100%","18.2533333333333%","100%","0%","50%","32.38%","33.3333333333333%","0%",NA,"12.5%","0%","34.8375%",NA,"22.2233333333333%","50%","46.25%","0%","0%","47.42%"
"W06D12.8; Y39A3CL.7 III_+_1859267_1859406_1859888","W06D12.8; Y39A3CL.7","WBGene00198082; WBGene00021443","W06D12.8; Y39A3CL.7","III_+_1859267_1859406_1859888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.285%",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100%",NA,NA,"19.7275%",NA,NA,NA,NA,NA,NA,NA,"75.3833333333333%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pqn-41; W06D12.8 III_+_1914431_1915461_1916944","pqn-41; W06D12.8","WBGene00004128; WBGene00198082","F53A3.4; W06D12.8","III_+_1914431_1915461_1916944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.335%",NA,NA,NA,NA,NA,NA,NA,"92.47%",NA,NA,NA,"95%","20.495%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100%",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85.4175%"
"pqn-41; W06D12.8 III_+_1931287_1931960_1932011","pqn-41; W06D12.8","WBGene00004128; WBGene00198082","F53A3.4; W06D12.8","III_+_1931287_1931960_1932011","44.4433333333333%","100%","60.715%","51.41%","0%","100%","76.6666666666667%","0%","58.1633333333333%","50%","37.5%",NA,"50%","58.89%","50%","72.4366666666667%",NA,"47.2233333333333%",NA,"90.425%","25%","5.555%","94.585%","72.8575%",NA,"76.785%","29.8166666666667%",NA,"63.0966666666667%","100%","89.285%","54.1666666666667%","57.6175%","75.164%","100%","100%","27.23%","40.99%","56.25%","66.665%","7.378%",NA,"8.9425%","98.85%","25%","85.715%"
"rps-22; W06D12.8 III_+_1950771_1950819_1951071","rps-22; W06D12.8","WBGene00004491; WBGene00198082","F53A3.3; W06D12.8","III_+_1950771_1950819_1951071",NA,NA,NA,NA,"100%",NA,NA,NA,NA,NA,NA,NA,"93.75%",NA,NA,NA,NA,NA,NA,"100%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100%","50%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lgc-42 III_+_2001884_2002111_2002114","lgc-42","WBGene00021437","Y39A3B.2","III_+_2001884_2002111_2002114",NA,NA,"70.8333333333333%","89.2383333333333%","50%","100%","100%","95%","90.4766666666667%",NA,"100%","50%","100%","91.875%","86.6675%","100%","95.2366666666667%","100%","100%","100%","100%","100%","91.175%","100%","93.5325%","97.2225%","94.78%","87.5%","100%","100%","80%","75%","93.75%","93.334%","80%",NA,"93.75%","100%","100%","100%","66.6666666666667%","100%","89.68%","100%","100%","83.3325%"
"klp-20 III_+_227575_228615_230427","klp-20","WBGene00002230","Y50D7A.6","III_+_227575_228615_230427","79.5275%","74%","59.285%","52.086%","0%","94.445%","70.8325%","78.08%","80.51%","77.3825%","37.0366666666667%","33.335%","100%","65.715%","74.375%","65.36%","7.87%","56.9925%","88.89%","61.715%","56.25%","80%","39.8266666666667%","44.905%","78.2975%","39.8266666666667%","40.1166666666667%","60.0925%","36.8166666666667%","100%","48.885%","33.3333333333333%","65.625%","37.628%","33.33%","33.335%","27.315%","61.905%","56.86%","16.67%","77.898%","63.188%","55.3275%","66.6666666666667%","72.29%","63.3325%"
"hpo-38 III_+_232444_234711_234917","hpo-38","WBGene00021755","Y50D7A.5","III_+_232444_234711_234917",NA,NA,"66.875%",NA,NA,NA,NA,NA,NA,NA,NA,"100%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.5466666666667%",NA,NA,NA,NA,NA,"80.555%",NA,NA,"25%",NA,NA,NA,NA,NA,"89.23%","80.1475%",NA,NA,NA
"H14E04.2 III_+_2376423_2376504_2376513","H14E04.2","WBGene00019199","H14E04.2","III_+_2376423_2376504_2376513","23.5525%","15%","21.8575%","24.826%","33.3333333333333%","14.2866666666667%","4.1675%","0%","13.7033333333333%","0%","25%","33.3333333333333%",NA,"15.8675%","8.2775%","13.0966666666667%","32.7733333333333%","16.665%","0%","28.705%","8.335%","24.1633333333333%","12.555%","36.2575%","11.875%","59.9775%","11.8233333333333%","15.1325%","35.7166666666667%","63.92%","43.805%","40.0833333333333%","31.9775%","20.046%","0%","0%","21.1183333333333%","19.9875%","5.4825%","22.725%","10.292%","6.384%","19.83%","2.81%","9.1%","20.71%"
"strm-1 III_+_2405538_2405655_2406091","strm-1","WBGene00019198","H14E04.1","III_+_2405538_2405655_2406091","0%",NA,"0%","0%",NA,"0%","0%",NA,"0%","0%",NA,NA,"0%","0%","0%",NA,"33.3333333333333%","0%","0%","0%",NA,"0%","0%","9.375%","0%","0%","0%","0%","0%","0%","0%","0%","0%","1.86%",NA,"27.275%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"
"smg-6 III_+_2474240_2475126_2475340","smg-6","WBGene00004884","Y54F10AL.2","III_+_2474240_2475126_2475340","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","13.825%","0%","0%","0%","0%","0%","0%","3.6125%","0%","0%","0%","0%","0%","0%","0%","0%"
"smg-6 III_+_2480039_2480745_2481896","smg-6","WBGene00004884","Y54F10AL.2","III_+_2480039_2480745_2481896","47.6166666666667%","48%","47.2025%","35.928%","100%","0%","94.4433333333333%","50%","46.4666666666667%","0%","41.6666666666667%","33.33%","0%","60%","41.3675%","93.75%","77.38%","100%","33.33%","27.5625%","33.3333333333333%",NA,NA,NA,"40.86%",NA,"13.3333333333333%","51.785%",NA,"29.7633333333333%",NA,"33.3333333333333%",NA,"53.67%","50%",NA,"60.7633333333333%","25%","27.5%","21.43%","29.334%","23.572%","34.6475%","50%","43.594%",NA
"ceh-44 III_+_2539463_2539674_2543751","ceh-44","WBGene00000464","Y54F10AM.4","III_+_2539463_2539674_2543751","83.3325%","75.412%","75.8525%","88.45%","100%","40%","59.375%","95.455%","64.41%","95.8325%","68.0566666666667%","84.92%","100%","91.5275%","68.1425%","93.1666666666667%","83.2866666666667%","88.75%","70%","81.23%","100%","51.6233333333333%","46.565%","78.8275%","91%","64.82%","94.7466666666667%","62.2525%","56.105%","44.3133333333333%","32.995%","57.76%","60.81%","57.2%","100%","100%","75.3233333333333%","96.4125%","94.9%","47.37%","93.818%","78.498%","84.935%","68.8625%","65.35%","77.315%"
"ceh-44 III_+_2544645_2544833_2544839","ceh-44","WBGene00000464","Y54F10AM.4","III_+_2544645_2544833_2544839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83.3333333333333%",NA,NA,NA,NA,NA,"15.15%",NA,"72.22%","74.825%",NA,NA,NA,NA,NA,NA,NA,NA,"81.25%",NA,NA,NA,NA,NA,"31.785%"
"C30D11.5; feh-1 III_+_2556678_2556935_2557621","C30D11.5; feh-1","WBGene00201819; WBGene00001410","C30D11.5; Y54F10AM.2","III_+_2556678_2556935_2557621","6.8275%","10.964%","7.245%","3.88833333333333%","43.94%","7.5%","5%","4.545%","1.1525%","15.2025%","5%","3.03%","0%","4.89%","5.915%","0.675%","6.79%","10.1925%","18.995%","4.26%","9.785%","1.39%","12.8475%","9.1675%","2.6175%","8.4175%","0.953333333333333%","7.1725%","15.2575%","22.0366666666667%","24.21%","6.42666666666667%","14.7975%","10.448%","0%","0%","13.8166666666667%","6.4525%","5.24%","3.57%","6.656%","7.986%","8.37%","12.5%","11.9883333333333%","16.1825%"
"let-805 III_+_2665025_2665114_2665500","let-805","WBGene00002915","H19M22.2","III_+_2665025_2665114_2665500","9.79333333333333%","27.0825%","6.47%","26.404%","54.165%","50%","5.2625%","16.665%","19.5166666666667%","21.3666666666667%","12.5%","0%","0%","5.545%","5.96%","0%","30%","20%","45.8325%","35.3175%","0%",NA,"8.9275%",NA,"33.3325%","19.8625%","6.66666666666667%","20.98%",NA,"22.2233333333333%",NA,"24.5233333333333%","21.4325%","15.834%","16.665%","0%","21.914%","17.8575%","16.2275%","3.125%","7.834%","8%","20.7325%","26.5625%","11.538%","12.3875%"
"let-805 III_+_2675383_2676545_2676760","let-805","WBGene00002915","H19M22.2","III_+_2675383_2676545_2676760","8.7525%","18.334%",NA,"5.59166666666667%","0%","3.70333333333333%","25%","0%","9.34333333333333%","7.1425%","20%","0%","0%","2.5%","2.0825%","0%","0%","6.66666666666667%",NA,"0%","0%","16.0933333333333%",NA,NA,"13.8325%",NA,"9.69666666666667%","0%","18.19%","10.8333333333333%","10.125%","9.16666666666667%","4.135%","11.284%","0%","0%","0.646%","1.36%","3.70333333333333%",NA,"13.494%","22.962%","0.735%","0%","3.858%",NA
"let-805 III_+_2679289_2679411_2680412","let-805","WBGene00002915","H19M22.2","III_+_2679289_2679411_2680412","97.7275%","95%","87.605%","94.5%","50%","73.335%","96.875%","76.875%","80.6825%","100%","98.3333333333333%","91.6666666666667%","40%","89.82%","100%","100%","83.3333333333333%","82.845%","86.428%","97.795%","62.5%","83.21%","88.2175%","80.935%","88.2775%","73.215%","100%","79.1666666666667%","86.28%","71.3766666666667%","86.605%","68.4766666666667%","86.6675%","83.272%","62.5%","100%","99.21%","98.3333333333333%","94.23%","70.5133333333333%","84.236%","100%","82.3%","86.03%","64.2566666666667%","92.825%"
"C30D11.5; Y71H2AM.3 III_+_2805846_2806904_2806907","C30D11.5; Y71H2AM.3","WBGene00201819; WBGene00022168","C30D11.5; Y71H2AM.3","III_+_2805846_2806904_2806907","60%","81.668%","37.4325%","43%",NA,"50%","73.3333333333333%","41.9425%","68.2766666666667%","13.9%","48.81%","66.6666666666667%","83.335%",NA,"65.1775%","86.2733333333333%",NA,"35.4175%","37.714%",NA,"73.3333333333333%",NA,NA,NA,NA,"67.6766666666667%",NA,NA,"71.19%",NA,NA,NA,NA,NA,"50%",NA,"64.5475%","44.1175%","33.3325%",NA,NA,"29.352%",NA,"53.5725%",NA,NA
"C30D11.5; H05C05.1 III_+_2957454_2958225_2958231","C30D11.5; H05C05.1","WBGene00201819; WBGene00019157","C30D11.5; H05C05.1","III_+_2957454_2958225_2958231","81.8975%","100%","79.7625%","83.486%","100%","100%","97.9166666666667%","80.3575%","100%","100%","79.1666666666667%","92.5933333333333%","50%","90.785%","83.3325%","66.39%","90.91%","86.11%","100%","64.99%","66.6666666666667%","83.3333333333333%","92.91%","70.415%","72.945%","93.685%","86.9566666666667%","65%","87.685%","100%","91.175%","92.3533333333333%","89.0825%","85.472%","50%","100%","88.182%","92.5266666666667%","83.51%","92.855%","87.926%","83.572%","71.6175%","100%","80.848%","84.465%"
"C30D11.5; ubl-1 III_+_3068467_3068572_3068580","C30D11.5; ubl-1","WBGene00201819; WBGene00006725","C30D11.5; H06I04.4","III_+_3068467_3068572_3068580","0%",NA,"25%","42.666%",NA,NA,"66.6666666666667%",NA,"40%","45.5025%",NA,"50%","36.2%","25%","56.9425%",NA,"100%",NA,NA,"16.6666666666667%","50%","50%","31.89%","0%","37.925%","0%","35.02%","0%","33.3333333333333%",NA,"80.77%","62.74%","47.62%","16.6675%",NA,NA,"39.13%","43.335%","7.145%","0%","42%","66.67%","65%","52.7766666666667%",NA,"75%"
"C30D11.5; R148.3 III_+_3176742_3176815_3176851","C30D11.5; R148.3","WBGene00201819; WBGene00020102","C30D11.5; R148.3","III_+_3176742_3176815_3176851",NA,NA,"100%","100%","100%","100%",NA,NA,"100%","100%","100%","100%","95.2833333333333%","100%",NA,"100%","100%",NA,NA,"100%",NA,NA,"100%","100%","97.3675%","100%","100%","100%","100%","100%","100%","100%","100%","94.286%","94.245%",NA,"66.6666666666667%","100%","100%","100%","100%","100%","100%","91.6666666666667%","100%","100%"
"C30D11.5; phf-15 III_+_3323007_3323056_3323073","C30D11.5; phf-15","WBGene00201819; WBGene00021810","C30D11.5; Y53G8AR.2","III_+_3323007_3323056_3323073","1.4025%","0.526%","2.5%","0.575%","0%","0%","3.0225%","1.22%","0%","0.4625%","2.44166666666667%","0%","0%","0.4225%","2.2875%","0%","0.336666666666667%","1.0425%","0%","0.5725%","5%","0.246666666666667%","2.7925%","0%","0.2175%","6.045%","0%","0.9175%","3.1875%","3.12333333333333%","6.38%","1.82%","3.175%","2.564%","0%","0%","1.08%","5.4625%","0.8%","0.64%","1.148%","0.466%","0.58%","0.5425%","2.48166666666667%","0.9825%"
"C30D11.5; gei-1 III_+_3357526_3357922_3359167","C30D11.5; gei-1","WBGene00201819; WBGene00001559","C30D11.5; F45H7.2","III_+_3357526_3357922_3359167",NA,NA,NA,NA,"0%",NA,"71.4275%",NA,NA,NA,"84.1%",NA,"100%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84.21%","95%",NA,NA,NA,NA,"89.1175%",NA,NA,NA,NA,"46.965%","78.75%",NA,NA,NA,NA,"90.91%","95.8333333333333%",NA
"C30D11.5 III_+_3402309_3403520_3403550","C30D11.5","WBGene00201819","C30D11.5","III_+_3402309_3403520_3403550","100%","100%",NA,"100%",NA,NA,NA,NA,NA,"100%","100%",NA,NA,"100%","100%",NA,NA,NA,"100%","91.6625%",NA,NA,NA,NA,"0%",NA,NA,"100%",NA,NA,NA,NA,"100%","0%",NA,NA,"100%",NA,"100%",NA,"100%",NA,"100%",NA,"100%",NA
"C30D11.5; golg-4 III_+_3411089_3411469_3416799","C30D11.5; golg-4","WBGene00201819; WBGene00010306","C30D11.5; F59A2.6","III_+_3411089_3411469_3416799","100%","100%","89.7275%","88.366%","100%","100%","100%","100%","91.665%","100%","92.8916666666667%","88.89%","82.5%","92.24%","87.8825%","77.7766666666667%","100%","100%","66.6666666666667%","75%","100%","99.1866666666667%","71.09%","98.0775%","62.5%","93.3333333333333%","66.4366666666667%","100%","33.335%","100%","95.455%","91.6666666666667%","87.7775%","94.92%","100%","100%","92.9166666666667%","98.75%","95.7525%","33.33%","89.146%","80%","83.47%","68.52%","88.46%","90.4475%"
"C30D11.5; golg-4 III_+_3411089_3416790_3416799","C30D11.5; golg-4","WBGene00201819; WBGene00010306","C30D11.5; F59A2.6","III_+_3411089_3416790_3416799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C30D11.5; golg-4 III_+_3420444_3421123_3421894","C30D11.5; golg-4","WBGene00201819; WBGene00010306","C30D11.5; F59A2.6","III_+_3420444_3421123_3421894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100%",NA,NA,NA,NA,NA,"25%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ptp-1 III_+_3594323_3594438_3604813","ptp-1","WBGene00004213","C48D5.2","III_+_3594323_3594438_3604813","36.48%","40.91%",NA,"87.42%",NA,NA,NA,"75%","43.1533333333333%","100%","32.66%","71.43%","100%",NA,NA,"83.7033333333333%","64.2866666666667%","33.3333333333333%","40.714%",NA,"10.255%",NA,NA,NA,NA,NA,NA,"32.9225%","91.9375%","70%",NA,"74.0733333333333%",NA,"81.964%",NA,"71.43%",NA,"89.2375%","77.7375%","86.365%",NA,NA,NA,NA,NA,NA
"rilp-1 III_+_3643109_3643156_3643163","rilp-1","WBGene00007860","C32A3.3","III_+_3643109_3643156_3643163","0%","0%","3.4625%","5.704%","15.79%","0%","0%","0%","3.21%","7.5%","8.33333333333333%","0%","0%","0%","0.4025%","0%","5.12666666666667%","0%","0%","14.485%","0%","8.77333333333333%","6.57333333333333%","3.055%","0.85%","12.745%","3.33333333333333%","1.5625%","18.6666666666667%","16.6666666666667%","22.56%","10.37%","5.4375%","4.758%","0%","7.145%","1.52833333333333%","0%","2.1275%","0%","4.924%","2.352%","0.9425%","0%","1.31166666666667%","1.9125%"
"maph-1.3 III_+_3846344_3846497_3846997","maph-1.3","WBGene00007966","C36A4.5","III_+_3846344_3846497_3846997",NA,NA,NA,NA,NA,NA,"95.8325%",NA,"41.125%",NA,NA,"47.2233333333333%","100%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100%",NA,NA,NA,"100%",NA,NA,NA,NA,NA,NA
"acs-19 III_+_3864564_3864606_3864613","acs-19","WBGene00007969","C36A4.9","III_+_3864564_3864606_3864613","1.4025%","0.526%","2.5%","0.575%","0%","0%","3.0225%","1.22%","0%","0.4625%","2.44166666666667%","0%","0%","0.4225%","2.2875%","0%","0.336666666666667%","1.0425%","0%","0.5725%","5%","0.246666666666667%","2.7925%","0%","0.2175%","6.045%","0%","0.9175%","3.1875%","3.12333333333333%","6.38%","1.82%","3.175%","2.564%","0%","0%","1.08%","5.4625%","0.8%","0.64%","1.148%","0.466%","0.58%","0.5425%","2.48166666666667%","0.9825%"
